location_id,location_type,name_en,name_hi,state,state_code,district,district_code,subdistrict,subdistrict_code,village_town,village_town_code,pincode,latitude,longitude,geocode_precision,source_id,source_object_id,is_synthetic,confidence_score,verified_at,dataset_version,in_ncr
LOC_5336E29536B8,village,Chandpur (7),चांदपुर,Haryana,HR,Karnal,VB-HR-KARNAL,,,Chandpur (7),,,29.791558,77.091193,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_4DD4F3381504,village,Bhagwanpur Khurd (8),भगवानपुर खुर्द,Haryana,HR,Karnal,VB-HR-KARNAL,,,Bhagwanpur Khurd (8),,,29.805681,77.114014,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_626A2FCCCA32,village,Kishanpur Nagar (9),किशनपुर नगर,Haryana,HR,Karnal,VB-HR-KARNAL,,,Kishanpur Nagar (9),,,29.799608,77.260954,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_628ADA461F8B,village,Todarpur (10),तोदड़पुर,Haryana,HR,Karnal,VB-HR-KARNAL,,,Todarpur (10),,,29.459266,77.019788,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_9096EE72AB66,village,Ladwa Khera (11),लाडवा खेड़ा,Haryana,HR,Karnal,VB-HR-KARNAL,,,Ladwa Khera (11),,,29.473301,77.030188,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_7C3766F89B02,village,Basantpur (12),बसंतपुर,Haryana,HR,Karnal,VB-HR-KARNAL,,,Basantpur (12),,,29.874583,77.198487,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_B9B5F9B68896,village,Mubarikpur Khera (13),मुबारिकपुर खेड़ा,Haryana,HR,Karnal,VB-HR-KARNAL,,,Mubarikpur Khera (13),,,29.816905,77.259009,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_61BC5E63C653,village,Nathupur Khera (14),नत्थूपुर खेड़ा,Haryana,HR,Karnal,VB-HR-KARNAL,,,Nathupur Khera (14),,,29.460188,77.093438,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_62B00CEF3018,village,Dhanaura Khurd (15),धनौरा खुर्द,Haryana,HR,Karnal,VB-HR-KARNAL,,,Dhanaura Khurd (15),,,29.578604,76.936317,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_F79621094DB5,village,Umarpur Kalan (16),उमरपुर कलां,Haryana,HR,Karnal,VB-HR-KARNAL,,,Umarpur Kalan (16),,,29.813764,77.09535,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_3357C4DB9176,village,Basantpur Kalan (17),बसंतपुर कलां,Haryana,HR,Karnal,VB-HR-KARNAL,,,Basantpur Kalan (17),,,29.801811,77.275236,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_9A58B9D504D3,village,Salempur Majra (18),सलेमपुर माजरा,Haryana,HR,Karnal,VB-HR-KARNAL,,,Salempur Majra (18),,,29.783648,77.126689,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_6C521F4FBD4B,village,Dhanaura Khurd (19),धनौरा खुर्द,Haryana,HR,Karnal,VB-HR-KARNAL,,,Dhanaura Khurd (19),,,29.851544,77.030803,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_33C965F2478E,village,Dhanaura Khera (20),धनौरा खेड़ा,Haryana,HR,Karnal,VB-HR-KARNAL,,,Dhanaura Khera (20),,,29.526698,77.089621,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_7A830F2F75FE,village,Sikandarpur Kalan (21),सिकंदरपुर कलां,Haryana,HR,Karnal,VB-HR-KARNAL,,,Sikandarpur Kalan (21),,,29.771022,77.096917,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_02CD2F98CD68,village,Todarpur Kalan (22),तोदड़पुर कलां,Haryana,HR,Karnal,VB-HR-KARNAL,,,Todarpur Kalan (22),,,29.792321,77.149287,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_8D4A85EECFCD,village,Dhanaura Khurd (23),धनौरा खुर्द,Haryana,HR,Karnal,VB-HR-KARNAL,,,Dhanaura Khurd (23),,,29.432476,77.025645,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_C6904D0DEB0C,village,Devipur Nagar (24),देवीपुर नगर,Haryana,HR,Karnal,VB-HR-KARNAL,,,Devipur Nagar (24),,,29.479779,77.053947,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_A0B5E2329197,village,Manakpur Kalan (25),मानकपुर कलां,Haryana,HR,Karnal,VB-HR-KARNAL,,,Manakpur Kalan (25),,,29.887848,77.139365,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_A24F0E7649A6,village,Sultanpur Nagar (26),सुल्तानपुर नगर,Haryana,HR,Karnal,VB-HR-KARNAL,,,Sultanpur Nagar (26),,,29.807097,77.265909,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_D51C21C60400,village,Harjipur Khera (27),हरजीपुर खेड़ा,Haryana,HR,Karnal,VB-HR-KARNAL,,,Harjipur Khera (27),,,29.775981,77.280026,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_0386B614F75A,village,Barwala Kalan (28),बरवाला कलां,Haryana,HR,Karnal,VB-HR-KARNAL,,,Barwala Kalan (28),,,29.579964,77.064956,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_D6895D30FF85,village,Harjipur Majra (29),हरजीपुर माजरा,Haryana,HR,Karnal,VB-HR-KARNAL,,,Harjipur Majra (29),,,29.509563,77.090396,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_9DB7C206F4BE,village,Bhojpur Nagar (30),भोजपुर नगर,Haryana,HR,Karnal,VB-HR-KARNAL,,,Bhojpur Nagar (30),,,29.857797,77.207542,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_1558E805A452,village,Rampur Nagar (31),रामपुर नगर,Haryana,HR,Karnal,VB-HR-KARNAL,,,Rampur Nagar (31),,,29.737035,77.052299,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_C2B6390A2658,village,Nangla Majra (32),नंगला माजरा,Haryana,HR,Karnal,VB-HR-KARNAL,,,Nangla Majra (32),,,29.49046,76.880124,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,True
LOC_2579FC8F43EE,village,Umarpur Majra,उमरपुर माजरा,Haryana,HR,Ambala,VB-HR-AMBALA,,,Umarpur Majra,,,30.256951,76.809412,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_5FE96EA7BCE6,village,Rasulpur Kalan,रसूलपुर कलां,Haryana,HR,Ambala,VB-HR-AMBALA,,,Rasulpur Kalan,,,30.540122,76.810459,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_8FC459C90F95,village,Manakpur Khera,मानकपुर खेड़ा,Haryana,HR,Ambala,VB-HR-AMBALA,,,Manakpur Khera,,,30.198947,76.928115,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_AF8462B320FA,village,Alipur Kalan,अलीपुर कलां,Haryana,HR,Ambala,VB-HR-AMBALA,,,Alipur Kalan,,,30.485202,76.821995,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_C4582F2A38CC,village,Jhinjhana Kalan,झिंझाना कलां,Haryana,HR,Ambala,VB-HR-AMBALA,,,Jhinjhana Kalan,,,30.44916,76.847638,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_EBF06649A3EC,village,Jamalpur Khurd,जमालपुर खुर्द,Haryana,HR,Ambala,VB-HR-AMBALA,,,Jamalpur Khurd,,,30.47927,76.845277,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_7D30C86ED655,village,Rampur,रामपुर,Haryana,HR,Ambala,VB-HR-AMBALA,,,Rampur,,,30.506742,76.917209,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_EFDAA4D452A6,village,Gopalpur Khurd,गोपालपुर खुर्द,Haryana,HR,Ambala,VB-HR-AMBALA,,,Gopalpur Khurd,,,30.511657,76.927911,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_CA8127DDB053,village,Basantpur,बसंतपुर,Haryana,HR,Ambala,VB-HR-AMBALA,,,Basantpur,,,30.50946,76.897182,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_0C7FA347C74B,village,Jhinjhana Khurd,झिंझाना खुर्द,Haryana,HR,Ambala,VB-HR-AMBALA,,,Jhinjhana Khurd,,,30.248717,76.871362,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_2207867B376E,village,Kheri Majra,खेड़ी माजरा,Haryana,HR,Ambala,VB-HR-AMBALA,,,Kheri Majra,,,30.438742,76.844432,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_80DBDB0B4F12,village,Nangla,नंगला,Haryana,HR,Ambala,VB-HR-AMBALA,,,Nangla,,,30.538967,76.940336,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_6FE76B0ACB56,village,Ladwa Nagar,लाडवा नगर,Haryana,HR,Ambala,VB-HR-AMBALA,,,Ladwa Nagar,,,30.456421,76.886121,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_0B0FACBEA317,village,Mubarikpur Majra,मुबारिकपुर माजरा,Haryana,HR,Ambala,VB-HR-AMBALA,,,Mubarikpur Majra,,,30.230315,76.822816,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_AA5FAE4D6217,village,Rampur Majra,रामपुर माजरा,Haryana,HR,Ambala,VB-HR-AMBALA,,,Rampur Majra,,,30.254468,76.932707,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_C64559BC210D,village,Umarpur,उमरपुर,Haryana,HR,Ambala,VB-HR-AMBALA,,,Umarpur,,,30.274482,76.92683,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_0B2FA3DAAB1A,village,Kheri Nagar,खेड़ी नगर,Haryana,HR,Ambala,VB-HR-AMBALA,,,Kheri Nagar,,,30.299875,76.867207,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_C99A25B5EBC5,village,Bhagwanpur Khera,भगवानपुर खेड़ा,Haryana,HR,Ambala,VB-HR-AMBALA,,,Bhagwanpur Khera,,,30.224346,76.880275,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_02CB4F0C26DC,village,Sultanpur Majra,सुल्तानपुर माजरा,Haryana,HR,Ambala,VB-HR-AMBALA,,,Sultanpur Majra,,,30.487248,76.868019,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_142F605604D3,village,Kishanpur Khurd,किशनपुर खुर्द,Haryana,HR,Ambala,VB-HR-AMBALA,,,Kishanpur Khurd,,,30.409625,76.886808,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_BA6A0160D9EF,village,Jamalpur,जमालपुर,Haryana,HR,Ambala,VB-HR-AMBALA,,,Jamalpur,,,30.453808,76.846501,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_7B6EB2BDDBBD,village,Nathupur,नत्थूपुर,Haryana,HR,Ambala,VB-HR-AMBALA,,,Nathupur,,,30.256382,76.897283,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_338336BDAB0B,village,Salempur Khera,सलेमपुर खेड़ा,Haryana,HR,Ambala,VB-HR-AMBALA,,,Salempur Khera,,,30.214973,76.847462,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_E83254AF9B2D,village,Alipur Nagar,अलीपुर नगर,Haryana,HR,Ambala,VB-HR-AMBALA,,,Alipur Nagar,,,30.476804,76.864024,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_F7DED7623E4E,village,Naurangpur,नौरंगपुर,Haryana,HR,Ambala,VB-HR-AMBALA,,,Naurangpur,,,30.209308,76.845527,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_4EDE6D436356,village,Fatehpur Majra,फतेहपुर माजरा,Haryana,HR,Ambala,VB-HR-AMBALA,,,Fatehpur Majra,,,30.248199,76.954383,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_3CAB6E81FB94,village,Todarpur Khera (1),तोदड़पुर खेड़ा,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Todarpur Khera (1),,,29.804076,77.01656,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_1E9084DFB553,village,Bhojpur Kalan (2),भोजपुर कलां,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Bhojpur Kalan (2),,,29.886372,77.026062,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_3B6432AF8598,village,Jamalpur Khurd (3),जमालपुर खुर्द,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Jamalpur Khurd (3),,,29.823198,76.982939,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_335A2C774CBE,village,Mubarikpur Majra (4),मुबारिकपुर माजरा,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Mubarikpur Majra (4),,,29.795817,77.038051,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_66DBED418621,village,Devipur Majra (5),देवीपुर माजरा,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Devipur Majra (5),,,29.959103,76.694077,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_7E54EF84E93A,village,Alipur (6),अलीपुर,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Alipur (6),,,29.927887,77.08599,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_A8510E1615E8,village,Mubarikpur Majra (7),मुबारिकपुर माजरा,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Mubarikpur Majra (7),,,29.981669,77.03377,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_3899B14DF55F,village,Mubarikpur Kalan (8),मुबारिकपुर कलां,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Mubarikpur Kalan (8),,,29.858471,77.004681,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_71853CE139D0,village,Bhojpur Khurd (9),भोजपुर खुर्द,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Bhojpur Khurd (9),,,29.85768,76.918703,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_836C2533BCF7,village,Kishanpur Khurd (10),किशनपुर खुर्द,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Kishanpur Khurd (10),,,30.020447,76.682142,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_8117A56139B0,village,Chandpur Khera (11),चांदपुर खेड़ा,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Chandpur Khera (11),,,29.831892,76.998608,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_63037C8210F6,village,Jamalpur (12),जमालपुर,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Jamalpur (12),,,29.948573,76.702726,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_A14750CC20AE,village,Ladwa (13),लाडवा,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Ladwa (13),,,29.918755,77.066087,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_6D15C528A3D2,village,Fatehpur Majra (14),फतेहपुर माजरा,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Fatehpur Majra (14),,,29.975292,76.650168,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_40AB09A0A6CA,village,Rasulpur Khurd (15),रसूलपुर खुर्द,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Rasulpur Khurd (15),,,29.827319,76.940875,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_303FB9D06FCA,village,Bahadurpur (16),बहादुरपुर,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Bahadurpur (16),,,29.808177,76.932514,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_796568A4EFF4,village,Todarpur (17),तोदड़पुर,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Todarpur (17),,,29.969501,77.012272,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_E3E2F928A0B8,village,Bahadurpur Nagar (18),बहादुरपुर नगर,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Bahadurpur Nagar (18),,,29.835553,76.979678,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_3537EEDA9E18,village,Dhanaura Majra (19),धनौरा माजरा,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Dhanaura Majra (19),,,30.016132,76.990907,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_49B279D5D7D7,village,Gopalpur Khurd (20),गोपालपुर खुर्द,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Gopalpur Khurd (20),,,29.851566,76.985065,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_FB694B255209,village,Shahpur Majra (21),शाहपुर माजरा,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Shahpur Majra (21),,,29.989847,77.065629,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_5442D6DA30B7,village,Nathupur Khurd (22),नत्थूपुर खुर्द,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Nathupur Khurd (22),,,29.982018,76.756416,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_33436F15A718,village,Naurangpur Kalan (23),नौरंगपुर कलां,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Naurangpur Kalan (23),,,29.965874,76.718688,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_7B0FD70EB0F4,village,Manakpur Nagar (24),मानकपुर नगर,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Manakpur Nagar (24),,,30.008631,76.650168,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_A8593BBA43B3,village,Jhinjhana (25),झिंझाना,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Jhinjhana (25),,,29.984029,77.069157,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_12F5FD529580,village,Ladwa Khurd (26),लाडवा खुर्द,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Ladwa Khurd (26),,,29.839317,76.929869,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_F6221AA6461C,village,Fatehpur Majra (27),फतेहपुर माजरा,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Fatehpur Majra (27),,,29.988825,76.71417,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_FBD03F855A87,village,Dhanaura Nagar (28),धनौरा नगर,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Dhanaura Nagar (28),,,29.958239,76.662479,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_2125A11F87E9,village,Salempur Majra (29),सलेमपुर माजरा,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Salempur Majra (29),,,29.966689,76.68057,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_F3B33DE4E9A5,village,Nangla Kalan (30),नंगला कलां,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Nangla Kalan (30),,,29.989699,77.013237,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_3FBE94730A3F,village,Kheri Khurd (31),खेड़ी खुर्द,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Kheri Khurd (31),,,29.959641,77.018097,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_38E9DA6877B0,village,Salempur Nagar (32),सलेमपुर नगर,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Salempur Nagar (32),,,29.938628,77.034886,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_6EBB9B41D3F0,village,Sikandarpur Khurd (33),सिकंदरपुर खुर्द,Haryana,HR,Kurukshetra,VB-HR-KURUKSHETRA,,,Sikandarpur Khurd (33),,,29.966895,77.056563,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_94BF2687D2AD,village,Rasulpur (1),रसूलपुर,Haryana,HR,Kaithal,VB-HR-KAITHAL,,,Rasulpur (1),,,29.806109,76.580191,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_C1F143496F3E,village,Alipur Khurd (2),अलीपुर खुर्द,Haryana,HR,Kaithal,VB-HR-KAITHAL,,,Alipur Khurd (2),,,29.862004,76.311221,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_8178C1FC5346,village,Shahpur Nagar (3),शाहपुर नगर,Haryana,HR,Kaithal,VB-HR-KAITHAL,,,Shahpur Nagar (3),,,29.869516,76.248571,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_45D3C4F12A9B,village,Bahadurpur Nagar (4),बहादुरपुर नगर,Haryana,HR,Kaithal,VB-HR-KAITHAL,,,Bahadurpur Nagar (4),,,29.714612,76.497455,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_C1D38C3D4EA0,village,Barwala (5),बरवाला,Haryana,HR,Kaithal,VB-HR-KAITHAL,,,Barwala (5),,,29.737225,76.494839,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_5242E74262C2,village,Alipur Majra (6),अलीपुर माजरा,Haryana,HR,Kaithal,VB-HR-KAITHAL,,,Alipur Majra (6),,,29.694473,76.668656,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_46A30AC75D52,village,Mubarikpur Majra (7),मुबारिकपुर माजरा,Haryana,HR,Kaithal,VB-HR-KAITHAL,,,Mubarikpur Majra (7),,,29.664248,76.595831,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_00B441735AC1,village,Gopalpur (8),गोपालपुर,Haryana,HR,Kaithal,VB-HR-KAITHAL,,,Gopalpur (8),,,29.85096,76.233304,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_0EE5FC5841BD,village,Jhinjhana (9),झिंझाना,Haryana,HR,Kaithal,VB-HR-KAITHAL,,,Jhinjhana (9),,,29.818514,76.271804,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_59826B3051E9,village,Barwala Khera (10),बरवाला खेड़ा,Haryana,HR,Kaithal,VB-HR-KAITHAL,,,Barwala Khera (10),,,29.709954,76.58406,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_487AF3D77893,village,Barwala (11),बरवाला,Haryana,HR,Kaithal,VB-HR-KAITHAL,,,Barwala (11),,,29.84496,76.260195,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_97BA86C62DB3,village,Ladwa Kalan (12),लाडवा कलां,Haryana,HR,Kaithal,VB-HR-KAITHAL,,,Ladwa Kalan (12),,,29.656867,76.477209,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_8EEE247D9E7A,village,Salempur Kalan (13),सलेमपुर कलां,Haryana,HR,Kaithal,VB-HR-KAITHAL,,,Salempur Kalan (13),,,29.851535,76.253749,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_0C8D95D4AA9F,village,Shahpur Khera (14),शाहपुर खेड़ा,Haryana,HR,Kaithal,VB-HR-KAITHAL,,,Shahpur Khera (14),,,29.613412,76.501707,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_0B7DFEEAC9CE,village,Naurangpur Khurd (15),नौरंगपुर खुर्द,Haryana,HR,Kaithal,VB-HR-KAITHAL,,,Naurangpur Khurd (15),,,29.714386,76.578116,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_339CC64E61DD,village,Manakpur Khurd (16),मानकपुर खुर्द,Haryana,HR,Kaithal,VB-HR-KAITHAL,,,Manakpur Khurd (16),,,29.72042,76.632356,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_D8F4721022D3,village,Bahadurpur Majra (17),बहादुरपुर माजरा,Haryana,HR,Kaithal,VB-HR-KAITHAL,,,Bahadurpur Majra (17),,,29.700933,76.56502,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_988456936640,village,Ladwa Kalan (18),लाडवा कलां,Haryana,HR,Kaithal,VB-HR-KAITHAL,,,Ladwa Kalan (18),,,29.699925,76.491288,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_72FF25410154,village,Fatehpur Kalan (19),फतेहपुर कलां,Haryana,HR,Kaithal,VB-HR-KAITHAL,,,Fatehpur Kalan (19),,,29.709053,76.481457,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_31FDCDFCD7BA,village,Todarpur (20),तोदड़पुर,Haryana,HR,Kaithal,VB-HR-KAITHAL,,,Todarpur (20),,,29.682223,76.526082,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_7A5A2786F608,village,Rasulpur Khurd (21),रसूलपुर खुर्द,Haryana,HR,Kaithal,VB-HR-KAITHAL,,,Rasulpur Khurd (21),,,29.713419,76.553822,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
LOC_57DE305C58DE,village,Mubarikpur Khera (22),मुबारिकपुर खेड़ा,Haryana,HR,Kaithal,VB-HR-KAITHAL,,,Mubarikpur Khera (22),,,29.727807,76.559152,synthetic_envelope,SRC_VB_SYNTHETIC,,True,0.0,,v0.1,False
