farmer_node_id,village_location_id,district,state_code,latitude,longitude,farm_size_ha,primary_crop_id,primary_crop_key,secondary_crop_id,secondary_crop_key,market_preference_mandi_id,road_access_km,is_synthetic,generation_method,seed,dataset_version
FRM_795E6D517FDE,LOC_60A075B37E45,Barabanki,UP,27.149386,81.045744,0.59,CRP_BF35A2D3261F,cauliflower,CRP_D7A9EAD0B15C,barley,MND_954F0551D2D8,0.509,True,agri_envelope_ring_v1,20260903,v0.1
FRM_E29441B246AB,LOC_AA2960E68555,Barnala,PB,30.331748,75.458106,3.63,CRP_DE6C334339AC,wheat,CRP_69E399851C84,cotton,MND_DEA1CD5F415B,0.363,True,agri_envelope_ring_v1,20260903,v0.1
FRM_269BC220B187,LOC_72D7B4523383,Bulandshahr,UP,28.312553,77.731338,0.61,CRP_CAA75103C53B,gram,CRP_7CC27C59C145,urad,MND_2E59AF542C18,0.955,True,agri_envelope_ring_v1,20260903,v0.1
FRM_1B6584BA5E1F,LOC_8070B7083866,Shamli,UP,29.374019,77.343689,0.57,CRP_E91C254AD588,potato,CRP_BF35A2D3261F,cauliflower,MND_C163C6E4A832,0.427,True,agri_envelope_ring_v1,20260903,v0.1
FRM_8A07E6693D52,LOC_0A364F3DD11E,Pilibhit,UP,28.827529,79.708048,1.31,CRP_D7A9EAD0B15C,barley,CRP_DE6C334339AC,wheat,MND_9AC86A6D5AEC,1.215,True,agri_envelope_ring_v1,20260903,v0.1
FRM_26DFAC13E68B,LOC_EBF06649A3EC,Ambala,HR,30.47915,76.859346,0.67,CRP_352B5B6699D8,mustard,,,MND_3F6468C86419,0.434,True,agri_envelope_ring_v1,20260903,v0.1
FRM_102104D2459B,LOC_B94C3DB4DB74,Firozabad,UP,27.177702,78.587869,0.5,CRP_7CC27C59C145,urad,,,MND_316B3A33D09D,0.626,True,agri_envelope_ring_v1,20260903,v0.1
FRM_BE2251E22508,LOC_8AF35417E797,Etawah,UP,26.881724,79.127243,1.23,CRP_7CC27C59C145,urad,CRP_D7A9EAD0B15C,barley,MND_1BD2DF2540D5,1.658,True,agri_envelope_ring_v1,20260903,v0.1
FRM_74C1A7837A91,LOC_828B31D129B9,Hapur,UP,28.672594,77.908677,1.55,CRP_7CC27C59C145,urad,CRP_C7952894B2A5,moong,MND_2E59AF542C18,1.398,True,agri_envelope_ring_v1,20260903,v0.1
FRM_0E15E8747383,LOC_A24F0E7649A6,Karnal,HR,29.814596,77.236756,6.53,CRP_B2E55E456CF4,sugarcane,CRP_352B5B6699D8,mustard,MND_4ADE384C6981,1.058,True,agri_envelope_ring_v1,20260903,v0.1
FRM_2665C8BE6204,LOC_5532227F6DEB,Bathinda,PB,30.301415,74.83029,2.83,CRP_D955CA97E44D,maize,CRP_D7A9EAD0B15C,barley,MND_BA2F125FAB06,0.173,True,agri_envelope_ring_v1,20260903,v0.1
FRM_AF1A14FE50E1,LOC_43D2D460032A,Gorakhpur,UP,26.946839,83.288902,1.15,CRP_BF35A2D3261F,cauliflower,CRP_B2E55E456CF4,sugarcane,MND_362E0E09CB0D,1.05,True,agri_envelope_ring_v1,20260903,v0.1
FRM_C250D97DB498,LOC_4D67309C07C9,Saharanpur,UP,29.876269,77.82267,5.75,CRP_5ED728C2FA5D,tomato,CRP_288971671685,onion,MND_D5BFCB18509B,1.21,True,agri_envelope_ring_v1,20260903,v0.1
FRM_CB87B27F021D,LOC_E52ED36BB75A,Patiala,PB,30.305461,76.438482,2.88,CRP_D7A9EAD0B15C,barley,CRP_352B5B6699D8,mustard,MND_9AE87167EF0F,1.142,True,agri_envelope_ring_v1,20260903,v0.1
FRM_3EAAEB56E986,LOC_14F49FDEE8CE,Mainpuri,UP,27.26573,79.204176,4.47,CRP_D7A9EAD0B15C,barley,CRP_352B5B6699D8,mustard,MND_1BD2DF2540D5,1.399,True,agri_envelope_ring_v1,20260903,v0.1
FRM_906F6EC6AC22,LOC_E436575AC59E,Moradabad,UP,28.791842,78.648709,1.0,CRP_5ED728C2FA5D,tomato,CRP_D7A9EAD0B15C,barley,MND_B8828956892C,0.778,True,agri_envelope_ring_v1,20260903,v0.1
FRM_7C19C1E21379,LOC_7722E66AA1E4,Shahjahanpur,UP,27.950193,79.93365,1.29,CRP_2554D1918FBC,paddy,,,MND_9AC86A6D5AEC,0.234,True,agri_envelope_ring_v1,20260903,v0.1
FRM_6CC5DED19750,LOC_952CB15CD231,Rampur,UP,28.674123,78.946461,1.47,CRP_DE6C334339AC,wheat,CRP_2554D1918FBC,paddy,MND_B8828956892C,1.007,True,agri_envelope_ring_v1,20260903,v0.1
FRM_BA9F068562B9,LOC_7EF62433DDF6,Ferozepur,PB,31.140898,74.645575,1.26,CRP_CAA75103C53B,gram,CRP_E91C254AD588,potato,MND_E2F2E16B54CD,0.375,True,agri_envelope_ring_v1,20260903,v0.1
FRM_9C132055901C,LOC_190E470FB60E,Sangrur,PB,30.38396,76.143403,0.77,CRP_CAA75103C53B,gram,CRP_69E399851C84,cotton,MND_D400EAD28DB3,0.363,True,agri_envelope_ring_v1,20260903,v0.1
FRM_869022BCAB01,LOC_81360F6D916F,Rampur,UP,28.695065,78.986216,0.7,CRP_DE6C334339AC,wheat,CRP_7CC27C59C145,urad,MND_B8828956892C,0.16,True,agri_envelope_ring_v1,20260903,v0.1
FRM_500DA6A00E42,LOC_A23F853D1970,Jind,HR,29.27648,76.539805,2.09,CRP_352B5B6699D8,mustard,,,MND_7491C25B20FE,1.851,True,agri_envelope_ring_v1,20260903,v0.1
FRM_4C0861C6C789,LOC_F601A596D94C,Hapur,UP,28.782274,77.883361,0.75,CRP_DE6C334339AC,wheat,CRP_CAA75103C53B,gram,MND_96D277426B8A,1.135,True,agri_envelope_ring_v1,20260903,v0.1
FRM_FD04F17D7E24,LOC_6B8957344869,Saharanpur,UP,29.759434,77.591454,3.41,CRP_2554D1918FBC,paddy,CRP_4DDD4816119A,arhar,MND_D5BFCB18509B,0.597,True,agri_envelope_ring_v1,20260903,v0.1
FRM_F07DF11A6B74,LOC_3D987BE0DBAB,Saharanpur,UP,29.880517,77.615031,3.41,CRP_2554D1918FBC,paddy,CRP_D7A9EAD0B15C,barley,MND_D5BFCB18509B,0.84,True,agri_envelope_ring_v1,20260903,v0.1
FRM_3445F9A86205,LOC_FBD09FA8D1C7,Ferozepur,PB,30.914462,74.841692,2.52,CRP_D7A9EAD0B15C,barley,,,MND_FE8D567E9001,0.737,True,agri_envelope_ring_v1,20260903,v0.1
FRM_8992ED3516C9,LOC_F48DBE1A3175,Mansa,PB,29.827686,75.354966,8.41,CRP_352B5B6699D8,mustard,,,MND_AE02C36E7ACD,1.467,True,agri_envelope_ring_v1,20260903,v0.1
FRM_3FA0278EB63B,LOC_ABD1D854D3A6,Bijnor,UP,29.334521,78.002052,0.46,CRP_7CC27C59C145,urad,CRP_352B5B6699D8,mustard,MND_05333875B51A,0.071,True,agri_envelope_ring_v1,20260903,v0.1
FRM_F5A35059C714,LOC_665C24FBE88D,Sangrur,PB,30.383687,75.523851,5.88,CRP_B2E55E456CF4,sugarcane,CRP_DE6C334339AC,wheat,MND_DEA1CD5F415B,0.177,True,agri_envelope_ring_v1,20260903,v0.1
FRM_1AB783A9C8B4,LOC_0386B614F75A,Karnal,HR,29.603475,77.062439,2.79,CRP_5ED728C2FA5D,tomato,,,MND_D5BFCB18509B,0.805,True,agri_envelope_ring_v1,20260903,v0.1
FRM_444F10AA68E9,LOC_09539444E144,Gorakhpur,UP,26.864196,83.53171,0.74,CRP_2554D1918FBC,paddy,CRP_B2E55E456CF4,sugarcane,MND_362E0E09CB0D,1.077,True,agri_envelope_ring_v1,20260903,v0.1
FRM_275F439BD9FD,LOC_0262CE773330,Bulandshahr,UP,28.349631,77.639923,1.68,CRP_B2E55E456CF4,sugarcane,CRP_2554D1918FBC,paddy,MND_2E59AF542C18,1.313,True,agri_envelope_ring_v1,20260903,v0.1
FRM_159906F64588,LOC_18170CFEC117,Agra,UP,27.124624,78.261419,1.69,CRP_DE6C334339AC,wheat,,,MND_316B3A33D09D,1.835,True,agri_envelope_ring_v1,20260903,v0.1
FRM_D8716703D55E,LOC_07B8A736525F,Ferozepur,PB,30.759624,74.568815,1.47,CRP_DE6C334339AC,wheat,CRP_69E399851C84,cotton,MND_FE8D567E9001,1.534,True,agri_envelope_ring_v1,20260903,v0.1
FRM_1FE3C0B79453,LOC_07B8A736525F,Ferozepur,PB,30.762661,74.609397,3.4,CRP_2554D1918FBC,paddy,CRP_69E399851C84,cotton,MND_E2F2E16B54CD,1.197,True,agri_envelope_ring_v1,20260903,v0.1
FRM_1253A37138E1,LOC_5C9B9F876CBA,Moga,PB,30.762114,75.327631,1.42,CRP_DE6C334339AC,wheat,CRP_2554D1918FBC,paddy,MND_784599D2DCF5,1.157,True,agri_envelope_ring_v1,20260903,v0.1
FRM_004B07A18E8E,LOC_A8097A9CC6A4,Bhiwani,HR,28.832342,76.365489,0.97,CRP_D955CA97E44D,maize,CRP_C7952894B2A5,moong,MND_F02880680127,1.269,True,agri_envelope_ring_v1,20260903,v0.1
FRM_4B8139D7D76C,LOC_7683E6A27CE1,Ludhiana,PB,30.78382,75.941495,2.28,CRP_D7A9EAD0B15C,barley,CRP_69E399851C84,cotton,MND_DA6DF57ACFEE,0.662,True,agri_envelope_ring_v1,20260903,v0.1
FRM_5861539AEE12,LOC_3FA7C10B9B0D,Shamli,UP,29.410014,77.404936,3.32,CRP_B2E55E456CF4,sugarcane,CRP_DE6C334339AC,wheat,MND_C163C6E4A832,1.129,True,agri_envelope_ring_v1,20260903,v0.1
FRM_E7AACE62623A,LOC_43BC8E83F94E,Barnala,PB,30.461249,75.583505,0.96,CRP_2554D1918FBC,paddy,CRP_D955CA97E44D,maize,MND_DEA1CD5F415B,0.528,True,agri_envelope_ring_v1,20260903,v0.1
FRM_761EE6B49283,LOC_9603DF774AA2,Sitapur,UP,27.349836,80.597213,1.78,CRP_BF35A2D3261F,cauliflower,,,MND_954F0551D2D8,0.383,True,agri_envelope_ring_v1,20260903,v0.1
FRM_54C75ACDDD5F,LOC_00B441735AC1,Kaithal,HR,29.835899,76.235749,0.94,CRP_288971671685,onion,CRP_8F398886C326,sunflower,MND_7491C25B20FE,0.654,True,agri_envelope_ring_v1,20260903,v0.1
FRM_BE26EFB14921,LOC_87100B3B0525,Bathinda,PB,30.287284,74.911019,1.22,CRP_B2E55E456CF4,sugarcane,,,MND_AE02C36E7ACD,0.353,True,agri_envelope_ring_v1,20260903,v0.1
FRM_FFEB9A291770,LOC_AD00C6CF3909,Hoshiarpur,PB,31.573304,75.741151,1.14,CRP_8F398886C326,sunflower,CRP_D7A9EAD0B15C,barley,MND_46CD786BC585,0.543,True,agri_envelope_ring_v1,20260903,v0.1
FRM_D260839AE04D,LOC_66DBED418621,Kurukshetra,HR,29.98644,76.706596,5.92,CRP_C7952894B2A5,moong,,,MND_9C5A213D03D2,1.361,True,agri_envelope_ring_v1,20260903,v0.1
FRM_ADFF4E67B03E,LOC_E8A74856EC67,Mansa,PB,29.938954,75.271555,1.4,CRP_D7A9EAD0B15C,barley,CRP_CAA75103C53B,gram,MND_BA2F125FAB06,0.219,True,agri_envelope_ring_v1,20260903,v0.1
FRM_F942C3E79A08,LOC_1C1CAFBB2F45,Patiala,PB,30.511235,76.283819,0.7,CRP_5ED728C2FA5D,tomato,,,MND_548773D47A30,0.153,True,agri_envelope_ring_v1,20260903,v0.1
FRM_E2EED874BBF1,LOC_59FD59C24704,Jalandhar,PB,31.414402,75.523706,1.88,CRP_D955CA97E44D,maize,CRP_E91C254AD588,potato,MND_46CD786BC585,0.72,True,agri_envelope_ring_v1,20260903,v0.1
FRM_4E071FC50A16,LOC_EB25A27C8E63,Muktsar,PB,30.574351,74.66746,1.13,CRP_D7A9EAD0B15C,barley,CRP_B2E55E456CF4,sugarcane,MND_AE02C36E7ACD,1.709,True,agri_envelope_ring_v1,20260903,v0.1
FRM_5CF023D4ACAF,LOC_27E1FD526D29,Budaun,UP,27.915247,79.038953,1.15,CRP_5ED728C2FA5D,tomato,CRP_E91C254AD588,potato,MND_9AC86A6D5AEC,0.721,True,agri_envelope_ring_v1,20260903,v0.1
FRM_309AD6A27891,LOC_2CCC9838261F,Etah,UP,27.470789,78.649512,1.5,CRP_2554D1918FBC,paddy,,,MND_1BD2DF2540D5,0.612,True,agri_envelope_ring_v1,20260903,v0.1
FRM_1C1B1FAEAB50,LOC_21FD7D4E72BA,Muktsar,PB,30.531085,74.735803,3.18,CRP_B2E55E456CF4,sugarcane,CRP_2554D1918FBC,paddy,MND_FE8D567E9001,0.781,True,agri_envelope_ring_v1,20260903,v0.1
FRM_65B6B73D20BE,LOC_88DE3D9E72BE,Fazilka,PB,30.263519,74.026983,4.89,CRP_8F398886C326,sunflower,,,MND_FE8D567E9001,1.853,True,agri_envelope_ring_v1,20260903,v0.1
FRM_23CB100D386F,LOC_5D4E37C6A752,Barnala,PB,30.422307,75.511992,1.68,CRP_CAA75103C53B,gram,,,MND_DEA1CD5F415B,0.43,True,agri_envelope_ring_v1,20260903,v0.1
FRM_3BB083AB0E2E,LOC_99C1743B88F7,Muzaffarnagar,UP,29.558198,77.754292,0.55,CRP_352B5B6699D8,mustard,CRP_DE6C334339AC,wheat,MND_05333875B51A,1.122,True,agri_envelope_ring_v1,20260903,v0.1
FRM_0E4494F2B11A,LOC_3899B14DF55F,Kurukshetra,HR,29.86877,77.004632,1.17,CRP_2554D1918FBC,paddy,CRP_5ED728C2FA5D,tomato,MND_4ADE384C6981,0.548,True,agri_envelope_ring_v1,20260903,v0.1
FRM_EB7DEB696DA7,LOC_D9CB3D8F8358,Moga,PB,30.832066,75.022898,2.19,CRP_B2E55E456CF4,sugarcane,CRP_352B5B6699D8,mustard,MND_FE8D567E9001,0.548,True,agri_envelope_ring_v1,20260903,v0.1
FRM_94F45CF39F3B,LOC_A8593BBA43B3,Kurukshetra,HR,29.989636,77.044265,1.0,CRP_7CC27C59C145,urad,CRP_BF35A2D3261F,cauliflower,MND_4ADE384C6981,0.395,True,agri_envelope_ring_v1,20260903,v0.1
FRM_73BE7D8C842E,LOC_A6232DB6ED9D,Prayagraj,UP,25.323252,82.013863,0.78,CRP_28F945D9AC9C,bajra,CRP_B2E55E456CF4,sugarcane,MND_EE2349EB6FB3,0.757,True,agri_envelope_ring_v1,20260903,v0.1
FRM_674FC66F3B62,LOC_F601A596D94C,Hapur,UP,28.765039,77.9056,0.37,CRP_D7A9EAD0B15C,barley,,,MND_96D277426B8A,0.932,True,agri_envelope_ring_v1,20260903,v0.1
FRM_8C924642B8AA,LOC_E745ED35A1D1,Hapur,UP,28.844466,77.700234,1.88,CRP_288971671685,onion,CRP_BF35A2D3261F,cauliflower,MND_96D277426B8A,1.816,True,agri_envelope_ring_v1,20260903,v0.1
FRM_7D08DC854DCD,LOC_E4484269462F,Rewari,HR,28.130386,76.648947,1.7,CRP_BF35A2D3261F,cauliflower,CRP_8F398886C326,sunflower,MND_3F94E23EB0A5,0.467,True,agri_envelope_ring_v1,20260903,v0.1
FRM_366BD8E0E88F,LOC_BA3D8F5261A0,Jind,HR,29.585322,76.461781,2.78,CRP_7CC27C59C145,urad,CRP_CAA75103C53B,gram,MND_07DDCCA966AE,0.698,True,agri_envelope_ring_v1,20260903,v0.1
FRM_49D88FF3816F,LOC_1EFC6D3A16E5,Mansa,PB,29.934184,75.269862,4.33,CRP_DE6C334339AC,wheat,CRP_69E399851C84,cotton,MND_AE02C36E7ACD,0.105,True,agri_envelope_ring_v1,20260903,v0.1
FRM_5250CB833F7D,LOC_E5F47B021290,Hapur,UP,28.636575,77.889941,1.78,CRP_C7952894B2A5,moong,,,MND_96D277426B8A,0.125,True,agri_envelope_ring_v1,20260903,v0.1
FRM_814E70E7165F,LOC_B8E82BA5855B,Prayagraj,UP,25.289582,81.983424,0.85,CRP_E91C254AD588,potato,,,MND_EE2349EB6FB3,1.657,True,agri_envelope_ring_v1,20260903,v0.1
FRM_0365A881D56E,LOC_8AD8413C3427,Hathras,UP,27.595167,78.116422,1.6,CRP_7CC27C59C145,urad,CRP_28F945D9AC9C,bajra,MND_5B5C6B926181,0.623,True,agri_envelope_ring_v1,20260903,v0.1
FRM_230696F3E744,LOC_422A64A12E9B,Sonipat,HR,28.995015,76.938811,0.99,CRP_288971671685,onion,,,MND_538E435A4360,0.092,True,agri_envelope_ring_v1,20260903,v0.1
FRM_9265AAF320DB,LOC_A2C24DA14D7E,Sonipat,HR,29.002741,76.940399,0.87,CRP_D7A9EAD0B15C,barley,,,MND_538E435A4360,1.44,True,agri_envelope_ring_v1,20260903,v0.1
FRM_D6521785F783,LOC_45823E258E60,Tarn Taran,PB,31.601726,74.8694,0.72,CRP_C7952894B2A5,moong,,,MND_E2F2E16B54CD,0.599,True,agri_envelope_ring_v1,20260903,v0.1
FRM_A965FDE1F8C5,LOC_FD52755A0338,Yamunanagar,HR,30.262977,77.319101,1.36,CRP_5ED728C2FA5D,tomato,,,MND_D5BFCB18509B,1.419,True,agri_envelope_ring_v1,20260903,v0.1
FRM_13DBD24675AA,LOC_1CD7BA973B28,Barnala,PB,30.430658,75.566975,0.47,CRP_352B5B6699D8,mustard,CRP_B2E55E456CF4,sugarcane,MND_DEA1CD5F415B,0.444,True,agri_envelope_ring_v1,20260903,v0.1
FRM_EB93A8438CD6,LOC_DA3E837A923D,Moradabad,UP,28.796379,78.675099,2.4,CRP_7CC27C59C145,urad,CRP_C7952894B2A5,moong,MND_B8828956892C,0.932,True,agri_envelope_ring_v1,20260903,v0.1
FRM_F81FD31846B7,LOC_707935AB7B63,Malerkotla,PB,30.422499,76.061364,6.01,CRP_CAA75103C53B,gram,CRP_D7A9EAD0B15C,barley,MND_9AE87167EF0F,0.088,True,agri_envelope_ring_v1,20260903,v0.1
FRM_F3E8565DB50C,LOC_4156FFD7170E,Bathinda,PB,30.247093,74.809616,2.25,CRP_352B5B6699D8,mustard,CRP_2554D1918FBC,paddy,MND_AE02C36E7ACD,1.108,True,agri_envelope_ring_v1,20260903,v0.1
FRM_248E2FD399C9,LOC_61770B9B6A7F,Rohtak,HR,28.816136,76.342148,2.4,CRP_B2E55E456CF4,sugarcane,CRP_7CC27C59C145,urad,MND_F02880680127,0.619,True,agri_envelope_ring_v1,20260903,v0.1
FRM_1CD08F48A0D7,LOC_D6F4489A1C80,Bijnor,UP,29.205665,78.382542,1.19,CRP_28F945D9AC9C,bajra,CRP_352B5B6699D8,mustard,MND_B8828956892C,0.54,True,agri_envelope_ring_v1,20260903,v0.1
FRM_D22A34EB8CCA,LOC_4FF63179E53D,Sonipat,HR,28.918557,76.831943,0.44,CRP_CAA75103C53B,gram,CRP_DE6C334339AC,wheat,MND_538E435A4360,0.475,True,agri_envelope_ring_v1,20260903,v0.1
FRM_EA0550095B9D,LOC_254343A2E586,Etah,UP,27.371434,78.602534,5.48,CRP_352B5B6699D8,mustard,,,MND_5B5C6B926181,0.494,True,agri_envelope_ring_v1,20260903,v0.1
FRM_719E6D395306,LOC_63037C8210F6,Kurukshetra,HR,29.943225,76.706672,0.42,CRP_5ED728C2FA5D,tomato,CRP_B2E55E456CF4,sugarcane,MND_9C5A213D03D2,1.402,True,agri_envelope_ring_v1,20260903,v0.1
FRM_9ED391887FBD,LOC_589606419F7A,Fatehabad,HR,29.643653,75.330896,0.33,CRP_D7A9EAD0B15C,barley,CRP_C7952894B2A5,moong,MND_4427C76F4F6F,1.215,True,agri_envelope_ring_v1,20260903,v0.1
FRM_F1871CAB27CF,LOC_D879F644CD06,Sangrur,PB,30.290172,75.531737,1.81,CRP_D7A9EAD0B15C,barley,CRP_CAA75103C53B,gram,MND_548773D47A30,0.659,True,agri_envelope_ring_v1,20260903,v0.1
FRM_510BE081A141,LOC_87D840C573BE,Rampur,UP,28.789443,79.296747,0.49,CRP_DE6C334339AC,wheat,,,MND_9AC86A6D5AEC,0.441,True,agri_envelope_ring_v1,20260903,v0.1
FRM_B4811542928C,LOC_C2FE4EFE44C7,Hisar,HR,29.016411,75.987322,2.98,CRP_BF35A2D3261F,cauliflower,CRP_7CC27C59C145,urad,MND_F02880680127,0.821,True,agri_envelope_ring_v1,20260903,v0.1
FRM_CED3C37B5EBA,LOC_13EA26A2DB59,Kapurthala,PB,31.399578,75.590753,1.29,CRP_D7A9EAD0B15C,barley,CRP_DE6C334339AC,wheat,MND_784599D2DCF5,0.672,True,agri_envelope_ring_v1,20260903,v0.1
FRM_AA3C156EEB5D,LOC_5B535D3DF88E,Saharanpur,UP,29.727752,77.505115,0.32,CRP_4DDD4816119A,arhar,CRP_CAA75103C53B,gram,MND_D5BFCB18509B,1.124,True,agri_envelope_ring_v1,20260903,v0.1
FRM_8E18972177F7,LOC_A819A1872169,Barabanki,UP,26.794838,81.308999,2.25,CRP_C7952894B2A5,moong,CRP_E91C254AD588,potato,MND_F0BDDB3CC08D,0.357,True,agri_envelope_ring_v1,20260903,v0.1
FRM_0250A3474528,LOC_9EA9A06106C9,Sitapur,UP,27.372823,80.621178,0.31,CRP_352B5B6699D8,mustard,CRP_BF35A2D3261F,cauliflower,MND_9AC86A6D5AEC,1.264,True,agri_envelope_ring_v1,20260903,v0.1
FRM_9E07B300597C,LOC_799ED78F34CD,Jhajjar,HR,28.733813,76.571755,0.68,CRP_DE6C334339AC,wheat,CRP_28F945D9AC9C,bajra,MND_372DA5A01CDA,1.181,True,agri_envelope_ring_v1,20260903,v0.1
FRM_4EB9ED386D62,LOC_0766416AA4FE,Moga,PB,30.787897,74.979476,2.24,CRP_DE6C334339AC,wheat,CRP_D7A9EAD0B15C,barley,MND_FE8D567E9001,1.038,True,agri_envelope_ring_v1,20260903,v0.1
FRM_523FCA6B0540,LOC_B93ABC1A7A1E,Moga,PB,30.7358,75.278043,1.79,CRP_C7952894B2A5,moong,CRP_B2E55E456CF4,sugarcane,MND_FE8D567E9001,0.311,True,agri_envelope_ring_v1,20260903,v0.1
FRM_2E2171B8EBBE,LOC_D73857142BB2,Moga,PB,30.825851,74.993158,0.8,CRP_C7952894B2A5,moong,CRP_E91C254AD588,potato,MND_784599D2DCF5,0.815,True,agri_envelope_ring_v1,20260903,v0.1
FRM_0A1C9FE83718,LOC_6352280A09CB,Rohtak,HR,28.677741,76.693603,1.97,CRP_69E399851C84,cotton,CRP_352B5B6699D8,mustard,MND_372DA5A01CDA,0.7,True,agri_envelope_ring_v1,20260903,v0.1
FRM_D90CA619D3D0,LOC_E1629873130D,Pilibhit,UP,28.532832,79.748508,0.61,CRP_DE6C334339AC,wheat,CRP_7CC27C59C145,urad,MND_9AC86A6D5AEC,0.117,True,agri_envelope_ring_v1,20260903,v0.1
FRM_4DE1A18E0C9C,LOC_DF7D0882EEBD,Fatehabad,HR,29.3715,75.547065,3.34,CRP_D7A9EAD0B15C,barley,CRP_69E399851C84,cotton,MND_BA2F125FAB06,1.286,True,agri_envelope_ring_v1,20260903,v0.1
FRM_A7DA357F7F2D,LOC_4700B927FD97,Yamunanagar,HR,30.189053,77.220957,0.89,CRP_DE6C334339AC,wheat,,,MND_D5BFCB18509B,0.596,True,agri_envelope_ring_v1,20260903,v0.1
FRM_C6A69D83F214,LOC_C582AAED9843,Mainpuri,UP,27.021563,78.987507,2.09,CRP_5ED728C2FA5D,tomato,CRP_DE6C334339AC,wheat,MND_316B3A33D09D,0.259,True,agri_envelope_ring_v1,20260903,v0.1
FRM_8AEBBBAFCED6,LOC_A61C1D57E0E6,Fatehgarh Sahib,PB,30.63642,76.519189,1.77,CRP_D7A9EAD0B15C,barley,CRP_D955CA97E44D,maize,MND_D3D37BB2E2D7,0.719,True,agri_envelope_ring_v1,20260903,v0.1
FRM_83F2BD5CF29D,LOC_F13DC7145786,Ghaziabad,UP,28.721326,77.593379,0.59,CRP_28F945D9AC9C,bajra,CRP_7CC27C59C145,urad,MND_4217655002FF,1.313,True,agri_envelope_ring_v1,20260903,v0.1
FRM_D7B3D2914F5E,LOC_46341CAE4293,Ferozepur,PB,31.106105,74.706813,0.44,CRP_D955CA97E44D,maize,CRP_DE6C334339AC,wheat,MND_FE8D567E9001,0.516,True,agri_envelope_ring_v1,20260903,v0.1
FRM_DFE930879282,LOC_B19469DEF061,Ferozepur,PB,30.917519,74.881622,3.29,CRP_8F398886C326,sunflower,,,MND_FE8D567E9001,0.365,True,agri_envelope_ring_v1,20260903,v0.1
FRM_D3B02923B6C9,LOC_B0F3390A1823,Kanpur Nagar,UP,26.378973,80.44051,1.46,CRP_C7952894B2A5,moong,CRP_5ED728C2FA5D,tomato,MND_301551655568,1.279,True,agri_envelope_ring_v1,20260903,v0.1
FRM_B0EBEAE154BA,LOC_9603DF774AA2,Sitapur,UP,27.343531,80.624409,1.65,CRP_5ED728C2FA5D,tomato,CRP_C7952894B2A5,moong,MND_954F0551D2D8,1.122,True,agri_envelope_ring_v1,20260903,v0.1
FRM_E9B80A0FE007,LOC_E745ED35A1D1,Hapur,UP,28.841901,77.736648,1.12,CRP_E91C254AD588,potato,CRP_B2E55E456CF4,sugarcane,MND_96D277426B8A,1.236,True,agri_envelope_ring_v1,20260903,v0.1
FRM_6EEAC215AA80,LOC_988456936640,Kaithal,HR,29.708973,76.508935,0.46,CRP_D7A9EAD0B15C,barley,,,MND_7491C25B20FE,0.951,True,agri_envelope_ring_v1,20260903,v0.1
FRM_EB41C4009345,LOC_25065D8B6D6E,Jalandhar,PB,31.436501,75.536201,1.87,CRP_5ED728C2FA5D,tomato,,,MND_46CD786BC585,0.271,True,agri_envelope_ring_v1,20260903,v0.1
FRM_6305A1066466,LOC_553429A16274,Moga,PB,30.677866,74.953105,1.33,CRP_2554D1918FBC,paddy,CRP_8F398886C326,sunflower,MND_FE8D567E9001,1.08,True,agri_envelope_ring_v1,20260903,v0.1
FRM_5CC70AE7071A,LOC_73568D7EFEF8,Budaun,UP,28.012296,78.953067,1.74,CRP_288971671685,onion,,,MND_9AC86A6D5AEC,0.303,True,agri_envelope_ring_v1,20260903,v0.1
FRM_60F9C9B1D171,LOC_3179AFA249E8,Barabanki,UP,27.102043,81.129255,1.32,CRP_BF35A2D3261F,cauliflower,CRP_352B5B6699D8,mustard,MND_F0BDDB3CC08D,0.249,True,agri_envelope_ring_v1,20260903,v0.1
FRM_BF0F58D68A20,LOC_97970758B4DB,Prayagraj,UP,25.25346,82.030675,1.48,CRP_7CC27C59C145,urad,CRP_C7952894B2A5,moong,MND_EE2349EB6FB3,0.061,True,agri_envelope_ring_v1,20260903,v0.1
FRM_67C45A1115F9,LOC_59542E8EE11E,Hardoi,UP,27.506844,80.247494,0.49,CRP_E91C254AD588,potato,CRP_DE6C334339AC,wheat,MND_954F0551D2D8,0.236,True,agri_envelope_ring_v1,20260903,v0.1
FRM_DC04314DD8C5,LOC_C316917DFFED,Fazilka,PB,30.241366,74.147231,1.04,CRP_69E399851C84,cotton,CRP_D955CA97E44D,maize,MND_AE02C36E7ACD,0.899,True,agri_envelope_ring_v1,20260903,v0.1
FRM_21792D14A8AC,LOC_A8914F5E568C,Kaithal,HR,29.680723,76.642649,2.2,CRP_5ED728C2FA5D,tomato,CRP_7CC27C59C145,urad,MND_4ADE384C6981,1.148,True,agri_envelope_ring_v1,20260903,v0.1
FRM_84BF415383FA,LOC_4EAC486BB450,Hathras,UP,27.50755,78.112545,1.44,CRP_D7A9EAD0B15C,barley,,,MND_316B3A33D09D,1.364,True,agri_envelope_ring_v1,20260903,v0.1
FRM_D95BAFDCE201,LOC_031C0FB1BC63,Bareilly,UP,28.505308,79.528463,0.53,CRP_288971671685,onion,CRP_B2E55E456CF4,sugarcane,MND_9AC86A6D5AEC,0.762,True,agri_envelope_ring_v1,20260903,v0.1
