shop_id,location_id,shop_category,capacity_tonnes,daily_demand_kg,loading_service_min,vehicle_access,road_access_quality,anchor_village_location_id,is_synthetic,generation_method,source_id,seed,dataset_version
SHP_8DFF72502AFB,LOC_A9AB72F496F8,multi,83.0,2877.0,49,2-axle,0.47,LOC_45297F477DF7,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_8E5607B312F5,LOC_080901AA9FDC,hardware,21.6,584.0,23,LCV,0.658,LOC_B49CB8319323,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_302816D1B7B4,LOC_E366E0715A91,electrical,8.4,246.0,16,LCV,0.603,LOC_B08B6CB2D3E2,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_1F4D5DD5AA05,LOC_BA305A3E883A,multi,68.2,1502.0,58,2-axle,0.637,LOC_A24F0E7649A6,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_DCB5F45CB13D,LOC_7154C591F2A4,cement,90.0,2807.0,52,LCV,0.588,LOC_05B0782F1F1F,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_FACDFEC77631,LOC_C83A481CFDF2,hardware,49.1,2276.0,31,2-axle,0.584,LOC_5B7F6F5AABE1,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_E560D5636FB1,LOC_824CD41D5354,multi,56.5,1579.0,52,2-axle,0.493,LOC_369319F1FB64,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_C24BEC0C21E7,LOC_01BFB93A3011,multi,160.3,5122.0,55,2-axle,0.468,LOC_99235E34344C,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_A58CEEF5BBDA,LOC_890435231C4D,paint,16.1,577.0,12,LCV,0.483,LOC_D9E386766B93,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_0E7A4E080701,LOC_A7639DB1BFCD,tile,109.1,3422.0,46,2-axle,0.432,LOC_CE8D08564AC7,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_B671C0D2B025,LOC_A67A50F18F4F,hardware,57.0,1978.0,26,LCV,0.51,LOC_011D3FFD0D7A,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_7FDF3BE9BFD5,LOC_28536A56F4A9,tmt,141.2,6600.0,69,2-axle,0.613,LOC_D6314FDD6F9E,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_33368A74506D,LOC_776DFFF8AE52,hardware,50.6,2382.0,24,LCV,0.565,LOC_9A58B9D504D3,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_2CAAEE0914B1,LOC_5FBFB1B1D70B,cement,227.3,2672.0,43,2-axle,0.413,LOC_3C30CF9FFE4F,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_AEC81819FEEA,LOC_A2A5CB7830E1,pipe,49.1,3694.0,23,3-axle,0.506,LOC_E68E72128707,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_7DB31C41C904,LOC_67259FEB5528,hardware,45.8,2252.0,30,LCV,0.576,LOC_BA55EE2CA23A,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_8B4BA68CBA52,LOC_4CBAEE581E04,hardware,30.4,540.0,33,LCV,0.434,LOC_FC4D90459970,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_30F5B8140B97,LOC_53E37AE024D2,cement,131.3,3633.0,52,3-axle,0.663,LOC_2421D333A3BE,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_AE6112BDC086,LOC_75938E9D1D9C,multi,134.2,1555.0,47,2-axle,0.738,LOC_8EC6803F7D1E,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_172760598754,LOC_D3330AB5F8CC,sanitary,42.4,1456.0,24,LCV,0.84,LOC_8B235FEDC1EB,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_7AAA0AABDABA,LOC_1400101A5627,pipe,47.0,1393.0,30,2-axle,0.789,LOC_D2F3B017F36E,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_DE5D761F396F,LOC_F668B52E00C6,paint,43.4,1880.0,23,LCV,0.382,LOC_99235E34344C,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_7B96BC5866D4,LOC_635B7779D331,tmt,134.3,2651.0,56,2-axle,0.601,LOC_0E65947C46EA,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_CE8E65A917BB,LOC_BC09591348FC,brick,315.0,11875.0,71,3-axle,0.347,LOC_577B7914FDEC,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_C7C9EB20F205,LOC_246FBC44A93C,brick,305.1,10605.0,74,3-axle,0.62,LOC_BA7599A100BB,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_80B054585569,LOC_D4B8F483A977,tmt,82.0,3037.0,63,LCV,0.643,LOC_2B719AA7A6AC,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_B0B515ED23E6,LOC_28992B6E3705,paint,17.9,630.0,21,LCV,0.639,LOC_617B73983AE6,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_F99DA8B8C35D,LOC_3200A7EC819F,multi,78.9,2998.0,49,LCV,0.302,LOC_3D8E08AE8BF7,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_801552C45234,LOC_E5C13C1FF197,cement,138.0,3034.0,44,2-axle,0.561,LOC_FE6DCEA46A7C,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_964C4715FFD0,LOC_5439A9DEBA2A,electrical,25.0,974.0,15,LCV,0.576,LOC_726E320832DD,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_87152D37DE60,LOC_D00A7F2707B6,hardware,26.4,592.0,25,LCV,0.335,LOC_B4DB6A675F2C,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_742283548DC6,LOC_BCD3C291F80E,tmt,194.7,8322.0,69,2-axle,0.592,LOC_A752FAFC72D6,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_21B5D4338799,LOC_2CA2B8E85988,hardware,21.8,411.0,22,2-axle,0.768,LOC_585B0174299B,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_89F2E6C4330D,LOC_6BEC6D57F28A,multi,72.6,1394.0,45,LCV,0.707,LOC_9A612F9BF538,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_ED3B2233070E,LOC_A118658F292A,tmt,81.9,1196.0,59,LCV,0.293,LOC_EA66A71C0E23,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_58F661609E1C,LOC_84A7FBD5348C,tile,58.0,1487.0,47,2-axle,0.654,LOC_82CFEB5BE86C,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_2C7EE949BC6B,LOC_A3B33E82BF92,hardware,21.6,690.0,17,LCV,0.613,LOC_4646F6A223EB,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_73F698B7B15C,LOC_A67135E74403,pipe,65.0,1251.0,41,LCV,0.323,LOC_5FB089BF088D,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_550056C102DB,LOC_E1D7DF739714,paint,12.6,686.0,12,3-axle,0.909,LOC_B3FD23F48A42,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_76F8C6CBD93F,LOC_D1E9BA865787,hardware,53.4,1489.0,28,LCV,0.302,LOC_A38F806D637F,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_E01C23FBCA38,LOC_238424863F6F,multi,114.2,3225.0,43,2-axle,0.414,LOC_BF4D51D77FFE,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_9E613D044213,LOC_1D50196E4CC5,hardware,46.9,1235.0,29,LCV,0.658,LOC_421508D39ECF,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_4D84B1715730,LOC_CC06427D5184,multi,152.6,6019.0,60,2-axle,0.472,LOC_F9DAD14D407F,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_260EBD26680A,LOC_B4E3DC376537,cement,158.6,4564.0,55,2-axle,0.571,LOC_6208130915EE,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_A068C71C10F7,LOC_0F8D9B03C64B,multi,137.0,3716.0,42,2-axle,0.6,LOC_87B589ACAA23,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_AF4B29F0CDF3,LOC_4CDA4E195E6C,cement,184.3,3396.0,51,2-axle,0.255,LOC_694B59223BCA,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_4805D0C53202,LOC_881860F51306,cement,95.5,1835.0,51,LCV,0.55,LOC_F03C1F5E3C0A,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_8C03742C3B8C,LOC_53244F392972,multi,141.2,5111.0,49,2-axle,0.507,LOC_C5F5F4E86AF6,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_CEB57F1E1CE6,LOC_D395A2E6F6BD,brick,195.6,9261.0,76,3-axle,0.214,LOC_6B41C27B6749,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_457B384D09B8,LOC_244F1041C4F2,electrical,17.8,484.0,13,2-axle,0.406,LOC_48435DBBF2BB,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_127B78626806,LOC_1F5B3A62A5AE,paint,15.0,655.0,26,LCV,0.704,LOC_71853CE139D0,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_E729FC247294,LOC_51D7E1DE72A7,brick,360.5,7179.0,76,heavy,0.688,LOC_1B8EE30BBB15,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_41DBA31CA8AF,LOC_59E94CCD9F2A,brick,205.4,3921.0,64,2-axle,0.594,LOC_3C670FA427C5,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_282F48951409,LOC_8C4BE0DC1D96,brick,155.6,5457.0,68,2-axle,0.496,LOC_C036D7ED9E5C,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_B9FEEE08FB1F,LOC_5DCABA3EF645,cement,71.6,934.0,48,LCV,0.667,LOC_C8252E803571,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_39E60AEF8998,LOC_1FC9BB1EE2F8,pipe,40.0,1670.0,41,LCV,0.317,LOC_AF85E7DBACD0,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_A6AE1B694632,LOC_7CEEDB840896,hardware,17.1,731.0,35,LCV,0.511,LOC_AF85E7DBACD0,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_B120A05D56AE,LOC_EDEDB9BBB1E3,cement,142.6,4039.0,37,3-axle,0.645,LOC_6C4BBD5E4414,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_4D7EDC9ABEE6,LOC_DAB64ABE3AD6,tmt,185.0,5545.0,70,2-axle,0.348,LOC_5A1C2223323A,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_61CC45B9C401,LOC_D77B551D0966,sanitary,26.3,1635.0,31,3-axle,0.942,LOC_80440EEB9598,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_3CCA53D8D64C,LOC_79C41E9BC69D,pipe,55.7,929.0,41,LCV,0.293,LOC_B22DCE6A343C,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_B22CEDD08053,LOC_138BE76700FE,hardware,38.5,698.0,22,LCV,0.671,LOC_5E9B4E531A3D,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_29D6257BC006,LOC_D723AC54D855,multi,148.3,2880.0,46,2-axle,0.535,LOC_394A1CC3123D,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_A1E280ECF345,LOC_51CA92A0BE83,multi,68.7,3791.0,54,2-axle,0.463,LOC_057CE7A9FA8E,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_0D9E3A98B427,LOC_80CCA55A68B9,multi,148.4,5314.0,54,2-axle,0.634,LOC_8C7F10084D64,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_C4DA01ACC935,LOC_A987F06594EB,hardware,27.7,1116.0,20,2-axle,0.703,LOC_B52C5A1209E7,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_571B5ED91588,LOC_0FFEB5DE37BF,hardware,34.9,1805.0,20,3-axle,0.699,LOC_1A87B5984DEB,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_1C2E0F851B0F,LOC_C949A3174985,pipe,62.3,4526.0,25,3-axle,0.848,LOC_D8B870987702,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_262AAE2DB8DF,LOC_D73F53C1BFC7,cement,153.7,4444.0,41,2-axle,0.25,LOC_F91C2367EED6,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_FD7CAC7E7C6B,LOC_923E76EEFD8D,cement,117.1,4028.0,39,2-axle,0.359,LOC_EB25A27C8E63,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_1FB04294F8A2,LOC_A55256BDB1AA,tmt,107.7,1841.0,54,2-axle,0.494,LOC_44483700BB3A,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_955C981ACB1C,LOC_87DD033DD07B,hardware,43.4,1769.0,22,LCV,0.345,LOC_07F78FBEC108,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_AD16C8BCFC3F,LOC_AA065EB0924A,paint,39.9,624.0,28,LCV,0.365,LOC_8E573FE02F47,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_7FE82C770E58,LOC_ABBB91943169,multi,148.8,3577.0,45,2-axle,0.542,LOC_2FC140925DFE,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_757A4BC3D35E,LOC_D48BA1326BDC,paint,27.8,453.0,25,LCV,0.215,LOC_7DFA77872B91,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_743E25B4F815,LOC_144CBA29CFEB,cement,201.7,5287.0,50,heavy,0.852,LOC_C55C2389897E,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_E86514B0FDE6,LOC_5D86DA7D38F8,hardware,29.6,406.0,31,LCV,0.574,LOC_DCC88743E716,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_7848629AA0CC,LOC_99B362C92689,brick,326.3,9038.0,80,3-axle,0.32,LOC_52329AB40C61,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_1FF0E8C1247E,LOC_1E309C0CFE75,hardware,49.9,646.0,27,LCV,0.558,LOC_EE442C9CCBA8,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_EA11B0C84B5B,LOC_EF601CF94D4B,paint,18.1,209.0,24,LCV,0.458,LOC_4AC69825170D,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_7B0CE836566E,LOC_C37727A55B41,cement,103.1,4224.0,45,LCV,0.472,LOC_89D4972AA215,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_49D2BD6769EC,LOC_8510CB537E33,electrical,21.5,801.0,14,LCV,0.485,LOC_EE442C9CCBA8,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_F623FB361AD3,LOC_AD56528CACF5,brick,398.6,10143.0,62,heavy,0.309,LOC_5F1FB4642134,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_39A9EF08A8DB,LOC_A7D347948E22,tile,54.1,1003.0,48,2-axle,0.569,LOC_2207867B376E,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_F26CCC28ED6A,LOC_73CAEADF1A0E,paint,13.1,435.0,29,LCV,0.503,LOC_8C8673767E4D,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_A7B13D90E93A,LOC_12D5BA783324,multi,67.7,2493.0,55,LCV,0.443,LOC_B10D887F4A14,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_71D970FF4381,LOC_67483D65A860,cement,194.8,6440.0,42,2-axle,0.12,LOC_B84B1A054D5F,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_BF4F3C6D6333,LOC_87EE03B8DEC6,pipe,58.4,2174.0,34,LCV,0.514,LOC_EA2B16BCE4EC,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_024C66E9F71F,LOC_31A1297E1EA0,cement,237.2,3340.0,42,3-axle,0.485,LOC_A19AAD792111,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_F661A076F13C,LOC_9E6A407E2E4A,pipe,50.5,2201.0,26,LCV,0.455,LOC_BA7599A100BB,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_4E66A5208F98,LOC_78227A76958D,pipe,25.2,710.0,25,LCV,0.746,LOC_597DC01DC484,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_86EF8E7181F2,LOC_44A1CCD2EECD,tmt,182.6,7356.0,53,2-axle,0.543,LOC_5040031D2042,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_565EC4407EB0,LOC_F68BAA8F7089,multi,149.9,4614.0,48,2-axle,0.568,LOC_D1611EA8FDAB,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_261C939F6C2E,LOC_7C06009FED86,hardware,58.4,1615.0,20,2-axle,0.213,LOC_20177FB88660,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_1E3E5DEDBD3F,LOC_134A3BB678D5,tmt,99.4,4706.0,52,3-axle,0.615,LOC_74A4E8ADE918,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_EFB5DF7208CF,LOC_5DE10FBC7480,multi,135.4,4641.0,55,3-axle,0.727,LOC_0CE43F6B8F13,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_58AD3113E928,LOC_EA56926017B3,hardware,38.6,1123.0,36,LCV,0.339,LOC_7A752DDCDD53,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_17993311D97D,LOC_0B4B065DFE4C,multi,138.1,3918.0,43,2-axle,0.558,LOC_9A8561261510,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_1B5C5FA5678E,LOC_8D464223886B,multi,107.9,5993.0,57,heavy,0.98,LOC_761455F64F7B,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_9FB45208CE4E,LOC_DDEA977FF27F,tmt,150.5,3636.0,69,2-axle,0.573,LOC_83786973573A,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_5E2B70533D20,LOC_97434A9B45F5,brick,154.5,5986.0,76,2-axle,0.405,LOC_7722E66AA1E4,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_54429F0C813E,LOC_FFE8C08A91A5,brick,355.1,12033.0,65,heavy,0.494,LOC_FE429B5A57E5,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_FE84FD0A627E,LOC_5766FAA23038,brick,319.6,13063.0,79,3-axle,0.518,LOC_E49B1DC2DBB5,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_BE88D198164D,LOC_11ABFC13D36A,brick,196.9,9307.0,73,3-axle,0.388,LOC_71C60AC9501D,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_D1BC27972683,LOC_3F4DEF1E9105,electrical,28.1,751.0,22,2-axle,0.799,LOC_247A4B83A2FA,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_26F35172CF3E,LOC_5C757D0743C0,electrical,11.4,853.0,13,3-axle,0.825,LOC_2BA070BCC084,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_7BA959E9C016,LOC_D3B182AE9754,tmt,148.1,3665.0,70,2-axle,0.474,LOC_F07466DF325F,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_69FFD6C4029D,LOC_00126C74EA45,multi,134.7,3286.0,46,3-axle,0.495,LOC_15A337821940,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_C074570C9847,LOC_19E94EA0B5D0,multi,102.5,1811.0,47,2-axle,0.78,LOC_25065D8B6D6E,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_466819F0A0CB,LOC_EAC7372B29B0,hardware,15.5,373.0,34,LCV,0.598,LOC_4610316402D2,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_04E660F99A1B,LOC_2AF491A5E3B0,brick,295.5,8407.0,71,3-axle,0.445,LOC_4770154E45AB,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_B21B1CD4781E,LOC_618FB7B3D112,cement,166.1,8567.0,54,heavy,0.74,LOC_678A617B9A66,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_7B0A27CCFAD4,LOC_4AD46EDFF2A9,pipe,57.5,1534.0,31,LCV,0.604,LOC_E69E8484FBC3,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_5E2503287BE4,LOC_5139F7728C9F,tmt,186.8,3022.0,66,2-axle,0.552,LOC_95720C134418,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_C25646A86D90,LOC_88C24CDD6638,paint,29.9,707.0,20,LCV,0.194,LOC_F7E85CB78A49,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_767D90EFCB0A,LOC_55A4F8E9DBD2,pipe,29.3,779.0,31,LCV,0.386,LOC_26FF31269589,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_ABF4BE4DE239,LOC_4448F0013899,tile,107.0,2685.0,42,2-axle,0.275,LOC_6EA8FE521F90,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_664861E024CA,LOC_FF24805295DC,multi,122.9,4807.0,45,2-axle,0.613,LOC_473538DB2B53,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_4F114EC7F594,LOC_F3E4556C6387,electrical,10.2,594.0,21,2-axle,0.835,LOC_B884C8406818,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_815F283372A4,LOC_22A98E829D6E,cement,224.2,4515.0,53,3-axle,0.512,LOC_21956C23E979,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_BE98194C516E,LOC_490C9B01AD21,brick,296.4,9517.0,67,heavy,0.634,LOC_636C672C3828,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_7564587F8E99,LOC_3DF531018F74,tmt,107.9,3876.0,65,3-axle,0.643,LOC_C47015ABFE60,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_87F76158351C,LOC_EE0FEF6DEE47,tile,70.8,3182.0,49,LCV,0.381,LOC_1BD13709A53C,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_E8FFCE6DFCE8,LOC_7A065D464061,multi,67.6,1509.0,56,LCV,0.315,LOC_ECA5236C065A,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_40B1FF83DBE7,LOC_11CF0DDD13C6,hardware,36.0,917.0,23,LCV,0.494,LOC_71292391FB66,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_4D83F91D7331,LOC_2D40F9917353,cement,140.3,2083.0,37,2-axle,0.405,LOC_679EA7BE4A16,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_43C1852BF024,LOC_EDE0CEA31A12,multi,80.7,2050.0,55,2-axle,0.551,LOC_1FBF8A2DEFCC,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_11EC5E304B9E,LOC_FFB4E0E94434,cement,65.3,2618.0,40,LCV,0.568,LOC_35ECB8CCB2E1,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_2D864C0D479A,LOC_6A034FFD909A,paint,19.0,484.0,12,LCV,0.313,LOC_F6244EF457E4,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_8298C9C7D60D,LOC_4E0F22F4FA1E,multi,174.9,5278.0,57,2-axle,0.595,LOC_2A481B5538E2,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_7F8720F76926,LOC_C681DAA59683,roofing,71.4,2750.0,42,LCV,0.495,LOC_82BA3A145BB1,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_BF0387284E47,LOC_F120247A9B3D,multi,68.6,2620.0,44,2-axle,0.397,LOC_87100B3B0525,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_00546DB0FA32,LOC_DCF5806C0F14,brick,406.4,15847.0,81,heavy,0.445,LOC_9966B004E23E,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_37B3368D5007,LOC_064FF5F7F81C,tmt,178.9,2793.0,59,3-axle,0.481,LOC_6121BA0A6EB1,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
SHP_7F6DDB18CFAC,LOC_BD7E9A8F566B,multi,92.7,4084.0,43,3-axle,0.342,LOC_348BE6165DEB,True,demand_surface_anchored_v1,SRC_VB_SYNTHETIC,20260903,v0.1
