instance_id,request_id,node_order,demand_kg,dataset_version
INS_371C0EA6638A,REQ_0585A63F5D8F,48,560.0,v0.1
INS_371C0EA6638A,REQ_10EFEE50264D,49,30000.0,v0.1
INS_371C0EA6638A,REQ_1536A79B1A40,50,17760.0,v0.1
INS_371C0EA6638A,REQ_33C2C612A12F,51,4300.0,v0.1
INS_371C0EA6638A,REQ_9417A982DC8B,52,30000.0,v0.1
INS_371C0EA6638A,REQ_CC67F1804610,53,1600.0,v0.1
INS_371C0EA6638A,REQ_81E108DAD6A9,54,5120.0,v0.1
INS_371C0EA6638A,REQ_A0706A148C46,55,200.0,v0.1
INS_371C0EA6638A,REQ_7B6E78055ED3,56,13520.0,v0.1
INS_CF2867AD0D66,REQ_C6B4FBC27481,0,8640.0,v0.1
INS_CF2867AD0D66,REQ_26E71F703D42,1,30000.0,v0.1
INS_CF2867AD0D66,REQ_AD26CA534E14,2,9620.0,v0.1
INS_CF2867AD0D66,REQ_5B0401CFCF4C,3,3570.0,v0.1
INS_CF2867AD0D66,REQ_82DBF159345F,4,310.0,v0.1
INS_CF2867AD0D66,REQ_2A4818989E49,5,690.0,v0.1
INS_CF2867AD0D66,REQ_71FF9689FC0E,6,3640.0,v0.1
INS_CF2867AD0D66,REQ_625B33BF8112,7,10530.0,v0.1
INS_CF2867AD0D66,REQ_BF4A39A9FC1F,8,3700.0,v0.1
INS_36A783E7038C,REQ_2FCB0AC38526,0,5260.0,v0.1
INS_36A783E7038C,REQ_98C7BAA7FCF7,1,470.0,v0.1
INS_36A783E7038C,REQ_B2AF89FC329C,2,30000.0,v0.1
INS_36A783E7038C,REQ_C750E6E59DD0,3,2160.0,v0.1
INS_36A783E7038C,REQ_6966ED46932B,4,80.0,v0.1
INS_36A783E7038C,REQ_BBE144F49F9C,5,1350.0,v0.1
INS_36A783E7038C,REQ_4E2EF82A2693,6,30000.0,v0.1
INS_36A783E7038C,REQ_A5A5B583FFBD,7,1010.0,v0.1
INS_36A783E7038C,REQ_E3382358B097,8,300.0,v0.1
INS_36A783E7038C,REQ_E3DD0FB15365,9,580.0,v0.1
INS_36A783E7038C,REQ_60B0B7E01B80,10,30000.0,v0.1
INS_19309C8951C0,REQ_023A9B296507,0,3110.0,v0.1
INS_19309C8951C0,REQ_0D4CA0407307,1,450.0,v0.1
INS_19309C8951C0,REQ_F03C5F5B7AD2,2,820.0,v0.1
INS_19309C8951C0,REQ_F6A27E778FCF,3,12770.0,v0.1
INS_19309C8951C0,REQ_01AB1C53E2C5,4,5200.0,v0.1
INS_19309C8951C0,REQ_E81CD13A29CF,5,28460.0,v0.1
INS_19309C8951C0,REQ_181277DEDB26,6,10570.0,v0.1
INS_19309C8951C0,REQ_B7EF69C5B230,7,16010.000000000002,v0.1
INS_19309C8951C0,REQ_CD8061B03D3C,8,180.0,v0.1
INS_19309C8951C0,REQ_1ACEB1ED52AC,9,6230.0,v0.1
INS_19309C8951C0,REQ_73FEF92C2C65,10,1380.0,v0.1
INS_19309C8951C0,REQ_423BD2C326C3,11,6110.0,v0.1
INS_C96BEB653428,REQ_F791E0F401EA,0,819.9999999999999,v0.1
INS_C96BEB653428,REQ_8D77D791A7DC,1,1750.0,v0.1
INS_C96BEB653428,REQ_2F5E2A88E7D6,2,2900.0,v0.1
INS_C96BEB653428,REQ_2D46086813AE,3,3120.0,v0.1
INS_C96BEB653428,REQ_3221235CEB1B,4,30000.0,v0.1
INS_C96BEB653428,REQ_A8FCB08CF170,5,1150.0,v0.1
INS_C96BEB653428,REQ_CCD94892FC60,6,30000.0,v0.1
INS_C96BEB653428,REQ_A5A4AFC45E59,7,2200.0,v0.1
INS_C96BEB653428,REQ_206FAFA57FBB,8,2260.0,v0.1
INS_C96BEB653428,REQ_99E7FFE4A2C0,9,5300.0,v0.1
INS_C96BEB653428,REQ_655CA4DC128A,10,22810.0,v0.1
INS_C96BEB653428,REQ_C22057ED128B,11,870.0,v0.1
INS_C96BEB653428,REQ_BD4BF1C20B18,12,100.0,v0.1
INS_C96BEB653428,REQ_C5A4CB19CB3B,13,21950.0,v0.1
INS_C96BEB653428,REQ_B201E6B5AC83,14,1700.0,v0.1
INS_C96BEB653428,REQ_D97F97F7DE4F,15,530.0,v0.1
INS_C96BEB653428,REQ_855DBDF05722,16,8700.0,v0.1
INS_C96BEB653428,REQ_23B96D954004,17,4730.0,v0.1
INS_C96BEB653428,REQ_EF36897F90FA,18,800.0,v0.1
INS_C96BEB653428,REQ_779141642080,19,17980.0,v0.1
INS_C96BEB653428,REQ_2569F6493706,20,1050.0,v0.1
INS_C96BEB653428,REQ_07A752F2ACBB,21,3720.0,v0.1
INS_C96BEB653428,REQ_42F18B6DF629,22,840.0,v0.1
INS_C96BEB653428,REQ_A250E598585F,23,240.0,v0.1
INS_C96BEB653428,REQ_E19CEF824B18,24,20670.0,v0.1
INS_C96BEB653428,REQ_417688E303B6,25,8170.0,v0.1
INS_C96BEB653428,REQ_329C12477630,26,900.0,v0.1
INS_C96BEB653428,REQ_BC054F09CF7A,27,1240.0,v0.1
INS_99225D9775AC,REQ_CBEF3F32F8D0,0,330.0,v0.1
INS_99225D9775AC,REQ_ADD218600D8E,1,8750.0,v0.1
INS_99225D9775AC,REQ_7067FB7340DC,2,220.0,v0.1
INS_99225D9775AC,REQ_F38E26960C84,3,850.0,v0.1
INS_99225D9775AC,REQ_55095312FF29,4,19000.0,v0.1
INS_99225D9775AC,REQ_EC7FF3E0978D,5,1410.0,v0.1
INS_99225D9775AC,REQ_6609657C26EF,6,22450.0,v0.1
INS_99225D9775AC,REQ_9F263754B316,7,5800.0,v0.1
INS_99225D9775AC,REQ_12956AF783BE,8,5640.0,v0.1
INS_99225D9775AC,REQ_65CA6AE60DAB,9,30000.0,v0.1
INS_99225D9775AC,REQ_81508440D749,10,30000.0,v0.1
INS_99225D9775AC,REQ_B05187FA8B63,11,2440.0,v0.1
INS_99225D9775AC,REQ_FB56E5D11EF1,12,30000.0,v0.1
INS_99225D9775AC,REQ_797938F7139F,13,780.0,v0.1
INS_99225D9775AC,REQ_B7BDA63E7520,14,30000.0,v0.1
INS_99225D9775AC,REQ_CDA7B8C42C88,15,22820.0,v0.1
INS_99225D9775AC,REQ_8D7E5155F807,16,1000.0,v0.1
INS_99225D9775AC,REQ_A7978C9312CB,17,6630.0,v0.1
INS_99225D9775AC,REQ_CD16D5B8B6AF,18,370.0,v0.1
INS_99225D9775AC,REQ_2A51ED3F69FC,19,459.99999999999994,v0.1
INS_99225D9775AC,REQ_2892672F4321,20,2590.0,v0.1
INS_99225D9775AC,REQ_F36AF1777A0F,21,30000.0,v0.1
INS_99225D9775AC,REQ_E8EB5781B624,22,1300.0,v0.1
INS_99225D9775AC,REQ_B06715DCB749,23,8250.0,v0.1
INS_99225D9775AC,REQ_489F1CA27C28,24,30000.0,v0.1
INS_99225D9775AC,REQ_1D804F22D71B,25,30000.0,v0.1
INS_99225D9775AC,REQ_5A9CFDCB8DBB,26,740.0,v0.1
INS_99225D9775AC,REQ_655631435BDB,27,11870.0,v0.1
INS_99225D9775AC,REQ_E1B7C0DA2ACA,28,15690.0,v0.1
INS_99225D9775AC,REQ_1B682CC8C6B0,29,650.0,v0.1
INS_99225D9775AC,REQ_401AC6624647,30,13710.0,v0.1
INS_99225D9775AC,REQ_0678E0510806,31,10120.0,v0.1
INS_99225D9775AC,REQ_A0FFD31F9BAB,32,1270.0,v0.1
INS_99225D9775AC,REQ_9231D2256ED5,33,3650.0,v0.1
INS_99225D9775AC,REQ_232D9D03EDE8,34,6800.0,v0.1
INS_99225D9775AC,REQ_BE154B1D8941,35,690.0,v0.1
INS_99225D9775AC,REQ_CC5D04205E34,36,30000.0,v0.1
INS_99225D9775AC,REQ_04D1EBC7099A,37,30000.0,v0.1
INS_99225D9775AC,REQ_E8EB1734DE90,38,3000.0,v0.1
INS_99225D9775AC,REQ_4505E0EF7003,39,140.0,v0.1
INS_99225D9775AC,REQ_FAFBBF9DF26E,40,8040.0,v0.1
INS_99225D9775AC,REQ_3AB97046F3D8,41,920.0,v0.1
INS_99225D9775AC,REQ_08C8851B5DA3,42,4480.0,v0.1
INS_4A6BFD5480DA,REQ_2A1884AD9095,0,1010.0,v0.1
INS_4A6BFD5480DA,REQ_A1A087EE1608,1,1910.0000000000002,v0.1
INS_4A6BFD5480DA,REQ_5D34DF5FA952,2,500.0,v0.1
INS_4A6BFD5480DA,REQ_AFDF5F77CE7E,3,2550.0,v0.1
INS_4A6BFD5480DA,REQ_CC5DBC2E3243,4,2300.0,v0.1
INS_4A6BFD5480DA,REQ_123C309AED98,5,8020.0,v0.1
INS_4A6BFD5480DA,REQ_30174A4577D6,6,24670.0,v0.1
INS_4A6BFD5480DA,REQ_F23D6808C9CD,7,150.0,v0.1
INS_4A6BFD5480DA,REQ_1F88ADC53F80,8,10200.0,v0.1
INS_4A6BFD5480DA,REQ_D788C477022F,9,1960.0000000000002,v0.1
INS_4A6BFD5480DA,REQ_ECB721C3E597,10,670.0,v0.1
INS_4D212E43B85E,REQ_F62EDD0DABF2,0,880.0000000000001,v0.1
INS_4D212E43B85E,REQ_E9C7E6604683,1,740.0,v0.1
INS_4D212E43B85E,REQ_B201E6B5AC83,2,1700.0,v0.1
INS_4D212E43B85E,REQ_2D46086813AE,3,3120.0,v0.1
INS_4D212E43B85E,REQ_4D514BBE4F64,4,1080.0,v0.1
INS_4D212E43B85E,REQ_2FC148A1E91F,5,250.0,v0.1
INS_4D212E43B85E,REQ_754A847340B6,6,300.0,v0.1
INS_4D212E43B85E,REQ_EE1259C27CFB,7,2800.0,v0.1
INS_4D212E43B85E,REQ_28356334F3CA,8,5170.0,v0.1
INS_4D212E43B85E,REQ_F03619A10BC8,9,6970.0,v0.1
INS_4D212E43B85E,REQ_B57B6DBE4F79,10,1100.0,v0.1
INS_4D212E43B85E,REQ_ACF65DFBB97B,11,4640.0,v0.1
INS_4D212E43B85E,REQ_5C3B1E8D15E8,12,15750.0,v0.1
INS_4D212E43B85E,REQ_6870D1AEAE62,13,300.0,v0.1
INS_4D212E43B85E,REQ_0608DAB9CB74,14,22880.0,v0.1
INS_4D212E43B85E,REQ_743072F0DD02,15,1670.0,v0.1
INS_4D212E43B85E,REQ_6EB6E305E595,16,800.0,v0.1
INS_4D212E43B85E,REQ_DBD6D1CDA2DD,17,11550.0,v0.1
INS_4D212E43B85E,REQ_AA296532AD74,18,7240.0,v0.1
INS_4D212E43B85E,REQ_3234730ED51A,19,1050.0,v0.1
INS_4D212E43B85E,REQ_A8B42AA784EF,20,7250.0,v0.1
INS_4D212E43B85E,REQ_86FC443C953B,21,4280.0,v0.1
INS_4D212E43B85E,REQ_D7E84A8CB4E1,22,1750.0,v0.1
INS_4D212E43B85E,REQ_532C55C6833E,23,360.0,v0.1
INS_4D212E43B85E,REQ_C82EA029DE3C,24,25950.0,v0.1
INS_63129E945378,REQ_AC9172A4F424,0,8750.0,v0.1
INS_63129E945378,REQ_2C179BC72BA8,1,22690.0,v0.1
INS_63129E945378,REQ_C71F7D974E5B,2,27480.0,v0.1
INS_63129E945378,REQ_95CDB6A1DEC5,3,30000.0,v0.1
INS_63129E945378,REQ_7CC86299D9BD,4,6540.0,v0.1
INS_63129E945378,REQ_448FAC8A46B4,5,30000.0,v0.1
INS_63129E945378,REQ_E8C8D27FDC36,6,9150.0,v0.1
INS_63129E945378,REQ_E45E2EC4F8BD,7,610.0,v0.1
INS_63129E945378,REQ_B0384C308513,8,7800.0,v0.1
INS_63129E945378,REQ_C07F2BCAF684,9,27440.0,v0.1
INS_63129E945378,REQ_8715F4B63889,10,30000.0,v0.1
INS_63129E945378,REQ_EDB7925E26D5,11,1380.0,v0.1
INS_63129E945378,REQ_98F9B05BE909,12,30000.0,v0.1
INS_63129E945378,REQ_EC47B420D09D,13,28680.0,v0.1
INS_63129E945378,REQ_2AEC55AAF780,14,880.0,v0.1
INS_63129E945378,REQ_454C6239212E,15,210.0,v0.1
INS_63129E945378,REQ_6CAD0FF9972F,16,19950.0,v0.1
INS_63129E945378,REQ_43D17450228A,17,1330.0,v0.1
INS_63129E945378,REQ_77DCCAB6157B,18,7580.0,v0.1
INS_1ED8C67D3C92,REQ_5CB3314F49C3,0,30000.0,v0.1
INS_1ED8C67D3C92,REQ_EBCCFA1E6A7F,1,17640.0,v0.1
INS_1ED8C67D3C92,REQ_ECEB0B1438B0,2,26630.0,v0.1
INS_1ED8C67D3C92,REQ_7601CFF91624,3,30000.0,v0.1
INS_1ED8C67D3C92,REQ_A3B267051658,4,22480.0,v0.1
INS_1ED8C67D3C92,REQ_9EF709420473,5,21920.0,v0.1
INS_1ED8C67D3C92,REQ_D41663ABDA7E,6,18930.0,v0.1
INS_1ED8C67D3C92,REQ_E74EE37E0E0B,7,13730.0,v0.1
INS_1ED8C67D3C92,REQ_7316E36FB9C5,8,12310.0,v0.1
INS_1ED8C67D3C92,REQ_8495F52429CF,9,30000.0,v0.1
INS_1ED8C67D3C92,REQ_F79786BE1AE9,10,30000.0,v0.1
INS_1ED8C67D3C92,REQ_456881F0BC67,11,30000.0,v0.1
INS_1ED8C67D3C92,REQ_1FBD7665CEF8,12,30000.0,v0.1
INS_1ED8C67D3C92,REQ_0305DEE325F4,13,27480.0,v0.1
INS_1ED8C67D3C92,REQ_058AB67159C6,14,30000.0,v0.1
INS_1ED8C67D3C92,REQ_290207E6E90E,15,20590.0,v0.1
INS_E839B4D3B55B,REQ_0551DF9652E8,0,22130.0,v0.1
INS_E839B4D3B55B,REQ_673A9079B7D1,1,30000.0,v0.1
INS_E839B4D3B55B,REQ_755ABEB262E1,2,550.0,v0.1
INS_E839B4D3B55B,REQ_5910F8B30198,3,1510.0,v0.1
INS_E839B4D3B55B,REQ_EB39532344D7,4,800.0,v0.1
INS_E839B4D3B55B,REQ_EDB4DB7F94AD,5,30000.0,v0.1
INS_E839B4D3B55B,REQ_0105059E8DD3,6,9300.0,v0.1
INS_E839B4D3B55B,REQ_7365F21B65DA,7,24970.0,v0.1
INS_E839B4D3B55B,REQ_D284E417C683,8,21440.0,v0.1
INS_E839B4D3B55B,REQ_7ABFB3597E97,9,16520.0,v0.1
INS_CAA1ACAD7E42,REQ_A683694C8366,0,30000.0,v0.1
INS_CAA1ACAD7E42,REQ_B2B151895B58,1,30000.0,v0.1
INS_CAA1ACAD7E42,REQ_A095E3AC1D21,2,30000.0,v0.1
INS_CAA1ACAD7E42,REQ_24B4F438D94F,3,30000.0,v0.1
INS_CAA1ACAD7E42,REQ_BC3AE572C21A,4,30000.0,v0.1
INS_CAA1ACAD7E42,REQ_18D05FE184DB,5,30000.0,v0.1
INS_CAA1ACAD7E42,REQ_B65209DD6FB1,6,30000.0,v0.1
INS_CAA1ACAD7E42,REQ_3D137029DB76,7,30000.0,v0.1
INS_ECA4CE523A76,REQ_7068169FBC08,0,14650.0,v0.1
INS_ECA4CE523A76,REQ_343149A8EC58,1,30000.0,v0.1
INS_ECA4CE523A76,REQ_3F951CAFB9B4,2,23600.0,v0.1
INS_ECA4CE523A76,REQ_61B8F05887FC,3,30000.0,v0.1
INS_ECA4CE523A76,REQ_F1DB6D8DEDFB,4,4320.0,v0.1
INS_ECA4CE523A76,REQ_8E128E13FD03,5,20770.0,v0.1
INS_ECA4CE523A76,REQ_3C16E9840B38,6,10640.0,v0.1
INS_ECA4CE523A76,REQ_232CCACAA735,7,300.0,v0.1
INS_2B2B3DE1BAB5,REQ_7A49574E69C8,0,30000.0,v0.1
INS_2B2B3DE1BAB5,REQ_907A0379C16E,1,700.0,v0.1
INS_2B2B3DE1BAB5,REQ_2DD8CBFFB219,2,30000.0,v0.1
INS_2B2B3DE1BAB5,REQ_8637059E5BE3,3,700.0,v0.1
INS_2B2B3DE1BAB5,REQ_5A1B321E359C,4,850.0,v0.1
INS_2B2B3DE1BAB5,REQ_85B3D8E07CE4,5,30000.0,v0.1
INS_2B2B3DE1BAB5,REQ_713E9C4B03C3,6,30000.0,v0.1
INS_2B2B3DE1BAB5,REQ_6A2299D9F99C,7,30000.0,v0.1
INS_D2D565BF0CA4,REQ_62AFFF35CC7C,0,1890.0,v0.1
INS_D2D565BF0CA4,REQ_88ED4BDA5ADE,1,19980.0,v0.1
INS_D2D565BF0CA4,REQ_382A6958BEDC,2,490.0,v0.1
INS_D2D565BF0CA4,REQ_AE19DC635F58,3,240.0,v0.1
INS_D2D565BF0CA4,REQ_225D78F5E75A,4,2380.0,v0.1
INS_D2D565BF0CA4,REQ_C5D74A1D553A,5,7500.0,v0.1
INS_D2D565BF0CA4,REQ_9785E0234933,6,5250.0,v0.1
INS_D2D565BF0CA4,REQ_85C9392CCA6F,7,3480.0,v0.1
INS_D2D565BF0CA4,REQ_035CE1D073FC,8,1080.0,v0.1
INS_D2D565BF0CA4,REQ_77D128EE40BF,9,1050.0,v0.1
INS_D2D565BF0CA4,REQ_EE9F961160F0,10,4900.0,v0.1
INS_F59F32512CD8,REQ_D7C981DEE0E7,0,7309.999999999999,v0.1
INS_F59F32512CD8,REQ_C21D9002E4B1,1,22540.0,v0.1
INS_F59F32512CD8,REQ_8F909F86C457,2,17800.0,v0.1
INS_F59F32512CD8,REQ_919DD27012C6,3,30000.0,v0.1
INS_F59F32512CD8,REQ_75AB6204EF53,4,390.0,v0.1
INS_F59F32512CD8,REQ_05AC31DD7CD8,5,9310.0,v0.1
INS_F59F32512CD8,REQ_0C29D1C7632C,6,30000.0,v0.1
INS_F59F32512CD8,REQ_9137C155DD72,7,13460.0,v0.1
INS_846C4C9F0C71,REQ_49B4B41E1CC8,0,330.0,v0.1
INS_846C4C9F0C71,REQ_C61925C25828,1,26160.0,v0.1
INS_846C4C9F0C71,REQ_4CFE7070C24B,2,2750.0,v0.1
INS_846C4C9F0C71,REQ_D842DE317F7A,3,1280.0,v0.1
INS_846C4C9F0C71,REQ_24E6A31CE150,4,22170.0,v0.1
INS_846C4C9F0C71,REQ_E3A7DA182272,5,320.0,v0.1
INS_846C4C9F0C71,REQ_D7D2076403FD,6,17650.0,v0.1
INS_846C4C9F0C71,REQ_3AF8D5287CF5,7,4880.0,v0.1
INS_846C4C9F0C71,REQ_0E97BAA62BE5,8,30000.0,v0.1
INS_846C4C9F0C71,REQ_A35C295642E3,9,1150.0,v0.1
INS_846C4C9F0C71,REQ_F4C4763D02EB,10,409.99999999999994,v0.1
INS_846C4C9F0C71,REQ_FA38C13ABDE5,11,740.0,v0.1
INS_846C4C9F0C71,REQ_B83872CB8E9E,12,3200.0,v0.1
INS_846C4C9F0C71,REQ_55CD954B5D3F,13,13360.0,v0.1
INS_846C4C9F0C71,REQ_126BDBA33585,14,600.0,v0.1
INS_846C4C9F0C71,REQ_CAC1EC056EE7,15,22250.0,v0.1
INS_846C4C9F0C71,REQ_13A2B7C746F6,16,18560.0,v0.1
INS_846C4C9F0C71,REQ_E2243EA20648,17,900.0,v0.1
INS_846C4C9F0C71,REQ_1FEA949E3287,18,1030.0,v0.1
INS_846C4C9F0C71,REQ_6A7A23178C66,19,900.0,v0.1
INS_846C4C9F0C71,REQ_DB9F739E997C,20,2620.0,v0.1
INS_846C4C9F0C71,REQ_42B6B948A603,21,3720.0,v0.1
INS_846C4C9F0C71,REQ_EA4B2B7CA528,22,680.0,v0.1
INS_846C4C9F0C71,REQ_026B22660C55,23,250.0,v0.1
INS_846C4C9F0C71,REQ_EBF2026A9EBF,24,1200.0,v0.1
INS_846C4C9F0C71,REQ_EB1A55F36527,25,400.0,v0.1
INS_846C4C9F0C71,REQ_F74760C272CC,26,30000.0,v0.1
INS_846C4C9F0C71,REQ_F4CA547CD4D2,27,22010.0,v0.1
INS_846C4C9F0C71,REQ_D9357740C166,28,450.0,v0.1
INS_846C4C9F0C71,REQ_79EABE9951C1,29,10000.0,v0.1
INS_846C4C9F0C71,REQ_EF330410B77D,30,240.0,v0.1
INS_846C4C9F0C71,REQ_AB2C19D27623,31,300.0,v0.1
INS_846C4C9F0C71,REQ_5616D8F7F091,32,950.0,v0.1
INS_846C4C9F0C71,REQ_4CDC0443EDE7,33,7080.0,v0.1
INS_846C4C9F0C71,REQ_7CAA9AA22AC6,34,2010.0000000000002,v0.1
INS_846C4C9F0C71,REQ_95484C482C7E,35,1020.0,v0.1
INS_846C4C9F0C71,REQ_905C89D640CA,36,750.0,v0.1
INS_846C4C9F0C71,REQ_F498DB9AA186,37,990.0,v0.1
INS_846C4C9F0C71,REQ_6484203FA368,38,940.0,v0.1
INS_846C4C9F0C71,REQ_4264EDF2ABDA,39,6950.0,v0.1
INS_846C4C9F0C71,REQ_896346B92833,40,30000.0,v0.1
INS_846C4C9F0C71,REQ_1415F154523D,41,10830.0,v0.1
INS_846C4C9F0C71,REQ_4EA908B53671,42,440.0,v0.1
INS_846C4C9F0C71,REQ_B6646618FDB7,43,200.0,v0.1
INS_846C4C9F0C71,REQ_67B0C7EBBD12,44,12290.0,v0.1
INS_846C4C9F0C71,REQ_C1141AF81658,45,1450.0,v0.1
INS_846C4C9F0C71,REQ_417C6D72317E,46,660.0,v0.1
INS_846C4C9F0C71,REQ_FE20F116D41A,47,930.0,v0.1
INS_846C4C9F0C71,REQ_590357C9F2CA,48,27670.0,v0.1
INS_846C4C9F0C71,REQ_C6DE767A77A2,49,6350.0,v0.1
INS_846C4C9F0C71,REQ_E5F63E0A0B9D,50,1840.0,v0.1
INS_846C4C9F0C71,REQ_DB40E149ED2A,51,5550.0,v0.1
INS_846C4C9F0C71,REQ_914338094BBF,52,1000.0,v0.1
INS_846C4C9F0C71,REQ_9F3E9BCB88B7,53,30000.0,v0.1
INS_846C4C9F0C71,REQ_8617AFC3AD75,54,12920.0,v0.1
INS_846C4C9F0C71,REQ_94A3873A6770,55,30000.0,v0.1
INS_846C4C9F0C71,REQ_8CBD357ED03A,56,17230.0,v0.1
INS_846C4C9F0C71,REQ_3275AF5E6930,57,1780.0,v0.1
INS_846C4C9F0C71,REQ_4001F7959D20,58,30000.0,v0.1
INS_CC904CAAEB9D,REQ_ADF541D8DBFF,0,840.0,v0.1
INS_CC904CAAEB9D,REQ_7E1916286D72,1,4800.0,v0.1
INS_CC904CAAEB9D,REQ_B4E0D95527C2,2,1860.0,v0.1
INS_CC904CAAEB9D,REQ_3EE46C85E854,3,350.0,v0.1
INS_CC904CAAEB9D,REQ_519B37D8AAA1,4,5030.0,v0.1
INS_CC904CAAEB9D,REQ_60963E379959,5,2890.0,v0.1
INS_CC904CAAEB9D,REQ_5F28BA2DC869,6,190.0,v0.1
INS_CC904CAAEB9D,REQ_1958FBCC6120,7,30000.0,v0.1
INS_CC904CAAEB9D,REQ_EB351B3B4177,8,2460.0,v0.1
INS_CC904CAAEB9D,REQ_13ECD68ACBA5,9,550.0,v0.1
INS_CC904CAAEB9D,REQ_93F25571AFA3,10,740.0,v0.1
INS_CC904CAAEB9D,REQ_1C17D6358C20,11,229.99999999999997,v0.1
INS_CC904CAAEB9D,REQ_E365E0D2353A,12,2150.0,v0.1
INS_CC904CAAEB9D,REQ_902EA59ADF2F,13,11420.0,v0.1
INS_CC904CAAEB9D,REQ_607E7C590B6A,14,3700.0,v0.1
INS_CC904CAAEB9D,REQ_4411636DD7EB,15,24250.0,v0.1
INS_CC904CAAEB9D,REQ_6A60DB1DEDA6,16,30000.0,v0.1
INS_CC904CAAEB9D,REQ_08E9E45903F2,17,4430.0,v0.1
INS_CC904CAAEB9D,REQ_8305B3A25D11,18,3260.0,v0.1
INS_CC904CAAEB9D,REQ_757CABCDC760,19,510.0,v0.1
INS_CC904CAAEB9D,REQ_DA632DFC38D5,20,5400.0,v0.1
INS_CC904CAAEB9D,REQ_87DAC04A19FC,21,540.0,v0.1
INS_CC904CAAEB9D,REQ_4371F407B87B,22,25150.0,v0.1
INS_CC904CAAEB9D,REQ_30B74F9E21B0,23,10780.0,v0.1
INS_CC904CAAEB9D,REQ_3C2C5F1A2265,24,950.0,v0.1
INS_CC904CAAEB9D,REQ_384A09579A17,25,15270.0,v0.1
INS_CC904CAAEB9D,REQ_A84E9A6BA66C,26,7340.0,v0.1
INS_CC904CAAEB9D,REQ_62E15A5D4E10,27,23800.0,v0.1
INS_CC904CAAEB9D,REQ_298E01E7E034,28,8260.0,v0.1
INS_CC904CAAEB9D,REQ_DF7E7D072C2A,29,1690.0,v0.1
INS_CC904CAAEB9D,REQ_9A78E2AAEB64,30,7530.0,v0.1
INS_CC904CAAEB9D,REQ_169449095CD6,31,350.0,v0.1
INS_CC904CAAEB9D,REQ_C4F52D7F1DB2,32,15050.0,v0.1
INS_CC904CAAEB9D,REQ_4ACED8586FC2,33,600.0,v0.1
INS_CC904CAAEB9D,REQ_AEC45C5D6E75,34,1350.0,v0.1
INS_CC904CAAEB9D,REQ_39276FD15E22,35,1450.0,v0.1
INS_CC904CAAEB9D,REQ_722093F84ECA,36,250.0,v0.1
INS_CC904CAAEB9D,REQ_87A0CD1F39C8,37,30000.0,v0.1
INS_CC904CAAEB9D,REQ_7611F0F3D948,38,13980.000000000002,v0.1
INS_8AFB18B906A9,REQ_7D985712D4CC,0,250.0,v0.1
INS_8AFB18B906A9,REQ_ABF94B26E6AA,1,800.0,v0.1
INS_8AFB18B906A9,REQ_06D8E7A0AA87,2,18400.0,v0.1
INS_8AFB18B906A9,REQ_105D84F935CD,3,6430.0,v0.1
INS_8AFB18B906A9,REQ_E43316FB7A52,4,4250.0,v0.1
INS_8AFB18B906A9,REQ_42592BAEE504,5,1150.0,v0.1
INS_8AFB18B906A9,REQ_F5518AB0F222,6,750.0,v0.1
INS_8AFB18B906A9,REQ_EC8CCF9BDC11,7,450.0,v0.1
INS_8AFB18B906A9,REQ_39C42B1119AB,8,6570.0,v0.1
INS_8AFB18B906A9,REQ_329C12477630,9,900.0,v0.1
INS_8AFB18B906A9,REQ_1FA4E90BC3FB,10,30000.0,v0.1
INS_8AFB18B906A9,REQ_83BDD1D1AF8D,11,819.9999999999999,v0.1
INS_8AFB18B906A9,REQ_A2CE2FC211C9,12,1550.0,v0.1
INS_8AFB18B906A9,REQ_1DEF4872433B,13,2440.0,v0.1
INS_8AFB18B906A9,REQ_9EE15A6916AC,14,4530.0,v0.1
INS_8AFB18B906A9,REQ_23EE053D7A1D,15,1880.0,v0.1
INS_6A7A374AB53D,REQ_34BEBEEF0FF3,0,12630.0,v0.1
INS_6A7A374AB53D,REQ_6BC60292F003,1,3390.0,v0.1
INS_6A7A374AB53D,REQ_CDCB4890FE38,2,800.0,v0.1
INS_6A7A374AB53D,REQ_E1465E6D5B0F,3,160.0,v0.1
INS_6A7A374AB53D,REQ_07A4FCDDBCA7,4,490.00000000000006,v0.1
INS_6A7A374AB53D,REQ_4FC865CCE654,5,150.0,v0.1
INS_6A7A374AB53D,REQ_197294D6DEA0,6,30000.0,v0.1
INS_6A7A374AB53D,REQ_3EE50D993CFC,7,520.0,v0.1
INS_6A7A374AB53D,REQ_C46EB55C3863,8,30000.0,v0.1
INS_6A7A374AB53D,REQ_6D4B12C27E2C,9,30000.0,v0.1
INS_6A7A374AB53D,REQ_A52EA8EC4495,10,30000.0,v0.1
INS_6A7A374AB53D,REQ_7762CA625C89,11,6430.0,v0.1
INS_6A7A374AB53D,REQ_6F81B43C4875,12,280.0,v0.1
INS_6A7A374AB53D,REQ_A59E122D5C05,13,5000.0,v0.1
INS_6A7A374AB53D,REQ_C30882FEAF2A,14,3550.0,v0.1
INS_6A7A374AB53D,REQ_0EF2DC41CCFB,15,390.0,v0.1
INS_6A7A374AB53D,REQ_92F0F9ACC47C,16,760.0,v0.1
INS_6A7A374AB53D,REQ_A3B9D5951F97,17,7980.0,v0.1
INS_6A7A374AB53D,REQ_ECD09C4ACF7B,18,409.99999999999994,v0.1
