request_id,requester_type,requester_id,origin_location_id,destination_mandi_id,destination_shop_id,crop_id,crop_key,quantity_value,quantity_unit,quantity_kg,bag_weight_kg_used,conversion_source,conversion_confidence,pickup_earliest,pickup_latest,delivery_latest,priority,input_language,input_mode,raw_utterance,template_family,parsed_crop_conf,parsed_mandi_conf,parsed_quantity_conf,label_crop_key,label_mandi_key,label_quantity_value,label_quantity_unit,is_incomplete,missing_field,feasibility_label,infeasible_reason,district,state_code,request_date,is_synthetic,dataset_version,split,split_reason
REQ_35E9A68A0586,farmer,FRM_C024BACAC099,LOC_0F61DD691102,MND_05333875B51A,,CRP_352B5B6699D8,mustard,33.0,bori,1650.0,50.0,crop_default:mustard,crop_default,2026-05-06T11:00:00,2026-05-06T16:13:16.028314,2026-05-07T03:19:56.600335,low,hinglish,text,raya 33bori muzafarnagar,TF_TERSE,0.95,0.95,0.95,mustard,muzaffarnagar,33.0,bori,False,,feasible,,Bijnor,UP,2026-05-06,True,v0.1,test,holdout_template_family
REQ_D5C21B373646,farmer,FRM_B62CA5DC9F37,LOC_B1647DE3A112,MND_D3D37BB2E2D7,,CRP_8F398886C326,sunflower,230.0,kg,230.0,,definitional,exact,2026-06-17T09:00:00,2026-06-17T15:27:17.862688,2026-06-18T12:45:43.340599,high,hinglish,voice,gaadi bhejo राजपुरा shunflower 230 kilogram,TF_TRUCK_FIRST,0.579,0.95,0.95,sunflower,rajpura,230.0,kg,False,,feasible,,Fatehgarh Sahib,PB,2026-06-17,True,v0.1,train,random_bucket
REQ_6B7CA34C65E0,farmer,FRM_4FEE71BA98E1,LOC_F16CC0CBC07A,MND_3F6468C86419,,CRP_E91C254AD588,potato,193.0,bori,9650.0,50.0,crop_default:potato,crop_default,2026-05-11T09:00:00,2026-05-11T13:44:39.297557,2026-05-11T22:10:56.482233,high,hinglish,text,193 bags alu amvala mandi,TF_QTY_CROP_MANDI,0.95,0.714,0.95,potato,ambala,193.0,bori,False,,feasible,,Yamunanagar,HR,2026-05-11,True,v0.1,train,random_bucket
REQ_BB6C734F9C3B,farmer,FRM_F590B27579B9,LOC_D04EEE25B7D7,MND_4427C76F4F6F,,CRP_352B5B6699D8,mustard,14.0,bori,700.0,50.0,crop_default:mustard,crop_default,2026-03-06T05:00:00,2026-03-06T13:38:11.062586,2026-03-07T15:06:45.261542,normal,hi,text,सरसों fatehabad 14 बोरा,TF_CROP_MANDI_QTY,0.95,0.95,0.95,mustard,fatehabad,14.0,bori,False,,feasible,,Fatehabad,HR,2026-03-06,True,v0.1,train,random_bucket
REQ_2939A5BDA18F,farmer,FRM_BF0429069986,LOC_55DC69BAACF1,MND_F0BDDB3CC08D,,CRP_D7A9EAD0B15C,barley,11.0,bori,550.0,50.0,crop_default:barley,crop_default,2026-05-18T10:00:00,2026-05-18T17:24:15.076564,2026-05-19T13:45:16.569660,high,hi,text,11 बोरे जौ lucknow भेजना है,TF_QTY_CROP_MANDI,0.95,0.536,0.95,barley,lucknow,11.0,bori,False,,feasible,,Lucknow,UP,2026-05-18,True,v0.1,train,random_bucket
REQ_48A38F9B8671,farmer,FRM_82A9AFB310C1,LOC_1096F2BBC2F2,MND_F02880680127,,CRP_BF35A2D3261F,cauliflower,114.9,quintal,11490.0,,definitional,exact,2026-05-09T07:00:00,2026-05-09T13:56:55.315316,2026-05-10T12:29:26.685541,normal,en,text,114.9 quintal of cauliflower to vhiwani mandi,TF_QTY_CROP_MANDI,0.95,0.749,0.95,cauliflower,bhiwani,114.9,quintal,False,,feasible,,Charkhi Dadri,HR,2026-05-09,True,v0.1,validation,random_bucket
REQ_EB4E4256CA5F,farmer,FRM_1A7FD538F5FA,LOC_1AF5327CB11F,MND_1BD2DF2540D5,,CRP_B2E55E456CF4,sugarcane,13.46,tonne,13460.0,,definitional,exact,2026-01-11T05:00:00,2026-01-11T10:26:27.568890,2026-01-12T14:21:28.204754,normal,hi,text,कृपया 13.46 टन aligarh mandi पहुंचाइए,TF_POLITE_REQUEST,0.0,0.95,0.95,,aligarh,13.46,tonne,True,crop,ambiguous,missing_crop,Sambhal,UP,2026-01-11,True,v0.1,train,random_bucket
REQ_D7C3B345E7C4,farmer,FRM_7C11A0CB4BA0,LOC_4A1E347C6F2B,MND_CB2E88CD3113,,CRP_C7952894B2A5,moong,2.65,tonne,2650.0,,definitional,exact,2026-07-17T12:00:00,2026-07-17T17:30:42.737952,2026-07-18T13:35:17.136858,normal,hi,voice,मुंग hisar mandi २.६५ टन,TF_CROP_MANDI_QTY,0.601,0.95,0.95,moong,hisar,2.65,tonne,False,,feasible,,Hisar,HR,2026-07-17,True,v0.1,train,random_bucket
REQ_DC99BDF9AFEC,farmer,FRM_ECB193BF9037,LOC_09462D324C11,MND_46CD786BC585,,CRP_D955CA97E44D,maize,360.0,kg,360.0,,definitional,exact,2026-09-19T09:00:00,2026-09-19T11:46:41.308556,2026-09-20T05:30:56.309112,normal,hi,text,360 किलो मक्का jalandhar भेजना है,TF_QTY_CROP_MANDI,0.95,0.95,0.95,maize,jalandhar,360.0,kg,False,,feasible,,Hoshiarpur,PB,2026-09-19,True,v0.1,train,random_bucket
REQ_A31B3EEC2158,farmer,FRM_91F3C714C597,LOC_08F4FDF47329,MND_05333875B51A,,CRP_E91C254AD588,potato,42.9,quintal,4290.0,,definitional,exact,2026-05-26T09:00:00,2026-05-26T16:30:00.325443,2026-05-27T15:23:47.649070,normal,hi,text,"ट्रक चाहिए, आलू ४२.९ क्विंटल, muzafarnagar",TF_TRUCK_FIRST,0.95,0.95,0.95,potato,muzaffarnagar,42.9,quintal,False,,feasible,,Muzaffarnagar,UP,2026-05-26,True,v0.1,train,random_bucket
REQ_F35D6F878180,farmer,FRM_03BB432B0498,LOC_B5412F333B08,MND_2E59AF542C18,,CRP_D7A9EAD0B15C,barley,61.0,bori,,,no_bag_weight_available,unresolved,2026-03-27T14:00:00,2026-03-27T21:11:20.210874,2026-03-28T18:26:54.318241,low,en,voice,"truck chahiye, varley 61 bori, bulandshahr",TF_TRUCK_FIRST,0.456,0.95,0.95,barley,bulandshahr,61.0,bori,False,,unresolved_quantity,no_bag_weight_available,Bulandshahr,UP,2026-03-27,True,v0.1,test,holdout_district
REQ_66226B2315D2,farmer,FRM_F2947BAA0B45,LOC_E8F4B3A165CE,MND_AE02C36E7ACD,,CRP_D955CA97E44D,maize,30.0,bori,,,no_bag_weight_available,unresolved,2026-11-19T06:00:00,2026-11-19T13:22:21.283773,2026-11-20T08:40:09.610203,low,en,text,thirty bori of to बठिंडा,TF_QTY_CROP_MANDI,0.0,0.95,0.95,,bathinda,30.0,bori,True,crop,unresolved_quantity,no_bag_weight_available,Faridkot,PB,2026-11-19,True,v0.1,train,random_bucket
REQ_D3C7B96DF5D3,farmer,FRM_B33008FCBA64,LOC_E3C65AFE4C82,MND_596F86458307,,CRP_2554D1918FBC,paddy,23.0,bori,,,no_bag_weight_available,unresolved,2026-09-08T09:00:00,2026-09-08T12:44:37.888505,2026-09-09T07:37:10.834956,high,en,voice,I need a truck for 23 bags dhann to meerut,TF_POLITE_REQUEST,0.768,0.95,0.95,paddy,meerut,23.0,bori,False,,unresolved_quantity,no_bag_weight_available,Hapur,UP,2026-09-08,True,v0.1,train,random_bucket
REQ_51F47DF58003,farmer,FRM_AF768574ABD9,LOC_B49CB8319323,MND_DEA1CD5F415B,,CRP_5ED728C2FA5D,tomato,140.9,quintal,14090.0,,definitional,exact,2026-06-15T08:00:00,2026-06-15T12:42:53.387276,2026-06-16T08:40:01.014997,high,hinglish,voice,mujhe barnala ke liye 140.9 quintals tomato bhejna hai,TF_POLITE_REQUEST,0.95,0.95,0.95,tomato,barnala,140.9,quintal,False,,feasible,,Barnala,PB,2026-06-15,True,v0.1,train,random_bucket
REQ_5796608F9F45,farmer,FRM_37C95E28B5A0,LOC_2B0003E5538F,MND_C163C6E4A832,,CRP_D7A9EAD0B15C,barley,2.67,tonne,2670.0,,definitional,exact,2026-04-17T14:00:00,2026-04-17T22:27:48.648089,2026-04-18T23:44:52.030816,high,hinglish,text,gaadi bhejo shamli jow,TF_TRUCK_FIRST,0.95,0.95,0.0,barley,shamli,,,True,quantity,ambiguous,missing_quantity,Shamli,UP,2026-04-17,True,v0.1,validation,random_bucket
REQ_6DBDB48BFC75,farmer,FRM_F961E592FD85,LOC_6A6522ECAF15,MND_301551655568,,CRP_BF35A2D3261F,cauliflower,4840.0,kg,4840.0,,definitional,exact,2026-03-23T13:00:00,2026-03-23T19:00:10.913690,2026-03-24T08:00:25.282152,low,hinglish,voice,kanpur ke liye gobi 4840 kilos,TF_MANDI_CROP_QTY,0.95,0.95,0.95,cauliflower,kanpur,4840.0,kg,False,,feasible,,Kanpur Nagar,UP,2026-03-23,True,v0.1,test,random_bucket
REQ_F066372D384E,farmer,FRM_F5EA016190F7,LOC_2E49D32A835A,MND_9AE87167EF0F,,CRP_D955CA97E44D,maize,1.49,tonne,1490.0,,definitional,exact,2026-11-23T14:00:00,2026-11-23T20:05:55.407041,2026-11-24T05:25:24.135598,high,en,text,1.49 ton of maize to patiala,TF_QTY_CROP_MANDI,0.95,0.95,0.95,maize,patiala,1.49,tonne,False,,feasible,,Patiala,PB,2026-11-23,True,v0.1,test,holdout_time
REQ_03120AE81182,farmer,FRM_65B6B73D20BE,LOC_88DE3D9E72BE,MND_FE8D567E9001,,CRP_8F398886C326,sunflower,22.8,quintal,2280.0,,definitional,exact,2026-06-09T13:00:00,2026-06-09T20:18:53.251577,2026-06-10T20:48:24.473579,normal,hi,voice,मुझे moga के लिए 22.8 कुंतल सूरजमुखी भेजना है,TF_POLITE_REQUEST,0.95,0.95,0.95,sunflower,moga,22.8,quintal,False,,feasible,,Fazilka,PB,2026-06-09,True,v0.1,train,random_bucket
REQ_FB84760B64D3,farmer,FRM_CA5EFB6B5FE9,LOC_6760EC2F5937,MND_50FC19D7AEC4,,CRP_C7952894B2A5,moong,340.0,kg,340.0,,definitional,exact,2026-06-17T05:00:00,2026-06-17T12:39:21.158788,2026-06-18T09:15:22.907419,normal,hinglish,voice,bhai 340 kgs moong dal najafgarh mandi pahunchana hai,TF_POLITE_REQUEST,0.95,0.95,0.95,moong,najafgarh,340.0,kg,False,,feasible,,Jhajjar,HR,2026-06-17,True,v0.1,validation,random_bucket
REQ_96F0B1E40C1E,farmer,FRM_A965FDE1F8C5,LOC_FD52755A0338,MND_D5BFCB18509B,,CRP_5ED728C2FA5D,tomato,16760.0,kg,16760.0,,definitional,exact,2026-06-21T13:00:00,2026-06-21T17:41:30.734015,2026-06-22T11:05:35.507686,normal,hinglish,voice,bhai 16760 kilo tamatar शहारनपुर pahunchana hai,TF_POLITE_REQUEST,0.95,0.474,0.95,tomato,saharanpur,16760.0,kg,False,,feasible,,Yamunanagar,HR,2026-06-21,True,v0.1,train,random_bucket
REQ_FC86FCCDAE6B,farmer,FRM_A47D65BEB1A6,LOC_7FA8A22CF6CC,MND_96D277426B8A,,CRP_B2E55E456CF4,sugarcane,400.0,quintal,40000.0,,definitional,exact,2026-03-22T09:00:00,2026-03-22T17:53:59.141203,2026-03-23T12:11:49.269997,normal,hi,text,"गन्ने, हापुड़ मंडी, 400 क्विंटल",TF_CROP_MANDI_QTY,0.95,0.95,0.95,sugarcane,hapur,400.0,quintal,False,,infeasible,exceeds_max_fleet_capacity,Amroha,UP,2026-03-22,True,v0.1,train,random_bucket
REQ_56E8FF6F21E5,farmer,FRM_326638D17E70,LOC_F8B8EA8FE391,MND_AE02C36E7ACD,,CRP_352B5B6699D8,mustard,31.0,bori,1550.0,50.0,crop_default:mustard,crop_default,2026-03-08T09:00:00,2026-03-08T17:12:22.126146,2026-03-09T02:18:45.290757,normal,hinglish,text,"sarsoo, bhatinda, 31 bags",TF_CROP_MANDI_QTY,0.95,0.95,0.713,mustard,bathinda,31.0,bori,False,,feasible,,Fazilka,PB,2026-03-08,True,v0.1,train,random_bucket
REQ_09BAE6F1E84C,farmer,FRM_EB00E3DFB8E4,LOC_185A866D793C,MND_596F86458307,,CRP_2554D1918FBC,paddy,2070.0,kg,2070.0,,definitional,exact,2026-09-24T14:00:00,2026-09-24T21:30:10.517562,2026-09-26T03:17:22.844915,normal,hinglish,voice,mirut mandi ke liye paddi 2070 kgs,TF_MANDI_CROP_QTY,0.95,0.607,0.95,paddy,meerut,2070.0,kg,False,,feasible,,Meerut,UP,2026-09-24,True,v0.1,train,random_bucket
REQ_0F37F93FA85B,farmer,FRM_67F69D2FD7B7,LOC_62A3444B1071,MND_AE02C36E7ACD,,CRP_DE6C334339AC,wheat,119.0,quintal,11900.0,,definitional,exact,2026-03-25T06:00:00,2026-03-25T14:14:40.126352,2026-03-25T22:37:33.768703,normal,hi,voice,कृपया 119 कुंतल कनक bathinda पहुंचाइए,TF_POLITE_REQUEST,0.95,0.95,0.95,wheat,bathinda,119.0,quintal,False,,feasible,,Bathinda,PB,2026-03-25,True,v0.1,test,holdout_district
REQ_39CEB29D7D1F,farmer,FRM_E0C63C191E1E,LOC_B630E2FA2D98,MND_1BD2DF2540D5,,CRP_7CC27C59C145,urad,3.3,quintal,330.0,,definitional,exact,2026-09-20T06:00:00,2026-09-20T13:40:54.238896,2026-09-21T08:42:19.289609,high,hi,text,अलीगढ़ उरद 3.3 क्विंटल,TF_MANDI_CROP_QTY,0.95,0.95,0.95,urad,aligarh,3.3,quintal,False,,feasible,,Aligarh,UP,2026-09-20,True,v0.1,train,random_bucket
REQ_1A11C44D63F3,farmer,FRM_EC89B7C56DB3,LOC_2001428C34E3,MND_AE02C36E7ACD,,CRP_8F398886C326,sunflower,33.7,quintal,3370.0000000000005,,definitional,exact,2026-07-20T07:00:00,2026-07-20T11:53:52.736778,2026-07-20T17:09:02.710670,normal,hi,text,गाड़ी भेजो बठिंडा सूरजमुखी 33.7 क्विंटल,TF_TRUCK_FIRST,0.95,0.95,0.95,sunflower,bathinda,33.7,quintal,False,,feasible,,Ferozepur,PB,2026-07-20,True,v0.1,train,random_bucket
REQ_96D25564980C,farmer,FRM_1282FC856934,LOC_E01FBB4F1226,MND_1BD2DF2540D5,,CRP_BF35A2D3261F,cauliflower,5330.0,kg,5330.0,,definitional,exact,2026-05-06T06:00:00,2026-05-06T14:15:28.579326,2026-05-07T19:05:27.324110,high,hi,voice,aligarh mandi के लिए फूलगोभी 5330 किलोग्राम,TF_MANDI_CROP_QTY,0.95,0.95,0.95,cauliflower,aligarh,5330.0,kg,False,,feasible,,Aligarh,UP,2026-05-06,True,v0.1,validation,random_bucket
REQ_DDA8CE7282C7,farmer,FRM_F2BFCF17FA08,LOC_E397785990D7,MND_316B3A33D09D,,CRP_5ED728C2FA5D,tomato,3930.0,kg,3930.0,,definitional,exact,2026-06-23T12:00:00,2026-06-23T17:17:29.656775,2026-06-24T01:36:36.452047,normal,hi,text,मुझे agra mandi के लिए ३९३० किग्रा टमाटार भेजना है,TF_POLITE_REQUEST,0.95,0.95,0.95,tomato,agra,3930.0,kg,False,,feasible,,Etah,UP,2026-06-23,True,v0.1,validation,random_bucket
REQ_BC57496DD654,farmer,FRM_F5FB631FA629,LOC_3DBCD746917E,MND_362E0E09CB0D,,CRP_BF35A2D3261F,cauliflower,33.9,quintal,3390.0,,definitional,exact,2026-04-20T13:00:00,2026-04-20T17:17:10.347299,2026-04-21T05:25:28.353999,low,hi,voice,"गोभि, gorakhpur मंडी, 33.9 कुंतल",TF_CROP_MANDI_QTY,0.5,0.95,0.95,cauliflower,gorakhpur,33.9,quintal,False,,feasible,,Barabanki,UP,2026-04-20,True,v0.1,test,random_bucket
REQ_98FCD29877B9,farmer,FRM_E70F384B6C1C,LOC_926CC826C0FD,MND_CB2E88CD3113,,CRP_BF35A2D3261F,cauliflower,2000.0,bori,40000.0,20.0,crop_default:cauliflower,crop_default,2026-04-24T10:00:00,2026-04-24T18:28:03.150620,2026-04-25T13:04:20.300243,high,en,voice,I need a truck for 2000 bora phool gobhi to hisar,TF_POLITE_REQUEST,0.95,0.95,0.95,cauliflower,hisar,2000.0,bori,False,,infeasible,exceeds_max_fleet_capacity,Hisar,HR,2026-04-24,True,v0.1,train,random_bucket
REQ_589B2C094A3E,farmer,FRM_D16F777A7DDF,LOC_5052CEEFA15C,MND_C163C6E4A832,,CRP_B2E55E456CF4,sugarcane,40.0,tonne,40000.0,,definitional,exact,2026-10-22T07:00:00,2026-10-22T12:33:57.247888,2026-10-23T06:39:03.155769,low,hinglish,voice,40 mt shamli,TF_QTY_CROP_MANDI,0.0,0.95,0.95,,shamli,40.0,tonne,True,crop,infeasible,exceeds_max_fleet_capacity,Saharanpur,UP,2026-10-22,True,v0.1,train,random_bucket
REQ_653877277A23,farmer,FRM_AB22708DA5B6,LOC_ED1659E61382,MND_05333875B51A,,CRP_7CC27C59C145,urad,0.9,quintal,90.0,,definitional,exact,2026-09-13T14:00:00,2026-09-13T21:41:42.582147,2026-09-14T07:12:06.196230,normal,hi,voice,0.9 क्विंटल उड़द मुजफ्फरनगर भेजना है,TF_QTY_CROP_MANDI,0.95,0.95,0.95,urad,muzaffarnagar,0.9,quintal,False,,feasible,,Muzaffarnagar,UP,2026-09-13,True,v0.1,validation,random_bucket
REQ_4E831D87AE46,farmer,FRM_E3981E46D7BB,LOC_C9D053B486CA,MND_9AC86A6D5AEC,,CRP_C7952894B2A5,moong,12.7,quintal,1270.0,,definitional,exact,2026-07-25T06:00:00,2026-07-25T12:02:18.706075,2026-07-26T12:50:30.921676,high,en,text,I need a truck for 12.7 quintal moong to bareilly,TF_POLITE_REQUEST,0.95,0.95,0.95,moong,bareilly,12.7,quintal,False,,feasible,,Budaun,UP,2026-07-25,True,v0.1,validation,random_bucket
REQ_611A348F0E01,farmer,FRM_6BD2E4231F92,LOC_9FDC68C414A8,MND_1BD2DF2540D5,,CRP_D955CA97E44D,maize,3630.0,kg,3630.0,,definitional,exact,2026-10-13T13:00:00,2026-10-13T18:02:25.167109,2026-10-14T04:49:24.911114,normal,hinglish,voice,mujhe aligarh ke liye 3630 kgs makkai bhejna hai,TF_POLITE_REQUEST,0.95,0.95,0.95,maize,aligarh,3630.0,kg,False,,feasible,,Hathras,UP,2026-10-13,True,v0.1,train,random_bucket
REQ_ABA52A6899C1,farmer,FRM_5BC3CA2E4C2D,LOC_378B9AEE096D,MND_AE02C36E7ACD,,CRP_8F398886C326,sunflower,17.0,bori,680.0,40.0,crop_default:sunflower,crop_default,2026-06-04T05:00:00,2026-06-04T10:43:37.320063,2026-06-05T13:25:52.366643,high,hinglish,voice,gaadi bhejo vhatinda sunflower seed 17 bori,TF_TRUCK_FIRST,0.95,0.609,0.95,sunflower,bathinda,17.0,bori,False,,feasible,,Muktsar,PB,2026-06-04,True,v0.1,train,random_bucket
REQ_9FF3A079681C,farmer,FRM_DFE930879282,LOC_B19469DEF061,MND_FE8D567E9001,,CRP_8F398886C326,sunflower,41.0,bori,1640.0,40.0,crop_default:sunflower,crop_default,2026-07-07T09:00:00,2026-07-07T15:48:41.117907,2026-07-08T03:07:40.240815,normal,hinglish,text,gaadi bhejo मोगा surajmuki 41 bags,TF_TRUCK_FIRST,0.622,0.95,0.95,sunflower,moga,41.0,bori,False,,feasible,,Ferozepur,PB,2026-07-07,True,v0.1,train,random_bucket
REQ_BCB4B2A22A86,farmer,FRM_66A1566B59B5,LOC_A272EF326AD0,MND_B8828956892C,,CRP_BF35A2D3261F,cauliflower,213.0,bori,4260.0,20.0,crop_default:cauliflower,crop_default,2026-04-02T13:00:00,2026-04-02T20:02:58.058631,2026-04-04T01:53:31.203028,normal,hi,voice,गाड़ी भेजो मुरादाबाद गोभी 213 बोरा,TF_TRUCK_FIRST,0.95,0.95,0.95,cauliflower,moradabad,213.0,bori,False,,feasible,,Sambhal,UP,2026-04-02,True,v0.1,train,random_bucket
REQ_1472F9C509A1,farmer,FRM_E6ADA6DDFBF4,LOC_A7BF3BFDEA26,MND_AE02C36E7ACD,,CRP_5ED728C2FA5D,tomato,228.0,bori,5700.0,25.0,crop_default:tomato,crop_default,2026-07-09T14:00:00,2026-07-09T16:47:20.391896,2026-07-10T07:11:41.290545,normal,hi,text,228 बोरा टमाटर bhatinda भेजना है,TF_QTY_CROP_MANDI,0.95,0.95,0.95,tomato,bathinda,228.0,bori,False,,feasible,,Muktsar,PB,2026-07-09,True,v0.1,train,random_bucket
REQ_2B64F15CC159,farmer,FRM_1A7FD538F5FA,LOC_1AF5327CB11F,MND_1BD2DF2540D5,,CRP_B2E55E456CF4,sugarcane,228.3,quintal,22830.0,,definitional,exact,2026-03-23T07:00:00,2026-03-23T11:32:46.308301,2026-03-24T08:47:38.022866,normal,hi,voice,कृपया 228.3 क्विंटल गन्ना पहुंचाइए,TF_POLITE_REQUEST,0.95,0.0,0.95,sugarcane,,228.3,quintal,True,mandi,ambiguous,missing_mandi,Sambhal,UP,2026-03-23,True,v0.1,validation,random_bucket
REQ_941FF4112A2E,farmer,FRM_F590B27579B9,LOC_D04EEE25B7D7,MND_4427C76F4F6F,,CRP_352B5B6699D8,mustard,2530.0,kg,2530.0,,definitional,exact,2026-03-06T13:00:00,2026-03-06T16:05:05.686482,2026-03-07T16:34:49.070915,normal,en,text,"sarsau, fatehabad mandi mandi, 2530 kilo",TF_CROP_MANDI_QTY,0.95,0.95,0.95,mustard,fatehabad,2530.0,kg,False,,feasible,,Fatehabad,HR,2026-03-06,True,v0.1,train,random_bucket
REQ_FE9BF78D982B,farmer,FRM_16A5CAF2E25E,LOC_1F88B891DFEC,MND_BA2F125FAB06,,CRP_CAA75103C53B,gram,4.5,quintal,450.0,,definitional,exact,2026-03-27T06:00:00,2026-03-27T08:04:54.704595,2026-03-28T05:17:33.083596,normal,hi,voice,छोला 4.5क्विंटल mansha,TF_TERSE,0.95,0.729,0.95,gram,mansa,4.5,quintal,False,,feasible,,Mansa,PB,2026-03-27,True,v0.1,test,holdout_template_family
REQ_53AF7540084A,farmer,FRM_6F38E3579DF6,LOC_20B6E71B2D86,MND_B8828956892C,,CRP_352B5B6699D8,mustard,530.0,kg,530.0,,definitional,exact,2026-04-01T14:00:00,2026-04-01T19:37:03.557308,2026-04-02T02:26:39.123332,normal,hinglish,text,gaadi bhejo moradabad mandi sarsoo 530 kgs,TF_TRUCK_FIRST,0.95,0.95,0.95,mustard,moradabad,530.0,kg,False,,feasible,,Moradabad,UP,2026-04-01,True,v0.1,validation,random_bucket
REQ_20EABFA7EF76,farmer,FRM_D6528BB2055C,LOC_07E22EFB0EAF,MND_2E59AF542C18,,CRP_BF35A2D3261F,cauliflower,191.4,quintal,19140.0,,definitional,exact,2026-04-26T05:00:00,2026-04-26T08:31:22.829955,2026-04-27T12:18:16.060429,high,en,text,191.4 qtl of gobi to bulandsahr,TF_QTY_CROP_MANDI,0.95,0.451,0.95,cauliflower,bulandshahr,191.4,quintal,False,,feasible,,Moradabad,UP,2026-04-26,True,v0.1,train,random_bucket
REQ_8FE0B5BAF3BE,farmer,FRM_BA9F068562B9,LOC_7EF62433DDF6,MND_E2F2E16B54CD,,CRP_E91C254AD588,potato,7460.0,kg,7460.0,,definitional,exact,2026-04-08T05:00:00,2026-04-08T12:12:16.409558,2026-04-08T21:02:00.547309,low,en,voice,"please arrange transport, 7460 kilo aloo, अमृतशर",TF_POLITE_REQUEST,0.95,0.668,0.95,potato,amritsar,7460.0,kg,False,,feasible,,Ferozepur,PB,2026-04-08,True,v0.1,train,random_bucket
REQ_35DB22C79B53,farmer,FRM_3EC3E8FA6A11,LOC_59542E8EE11E,MND_954F0551D2D8,,CRP_5ED728C2FA5D,tomato,4660.0,kg,4660.0,,definitional,exact,2026-07-04T14:00:00,2026-07-04T23:08:02.771152,2026-07-05T22:48:15.304483,normal,hi,voice,टमाटार sitapur mandi,TF_TERSE,0.95,0.95,0.0,tomato,sitapur,,,True,quantity,ambiguous,missing_quantity,Hardoi,UP,2026-07-04,True,v0.1,test,holdout_template_family
REQ_CBB30DFC8BDA,farmer,FRM_EB2BB316BD03,LOC_89681CCF25FD,MND_E2F2E16B54CD,,CRP_8F398886C326,sunflower,10.9,quintal,1090.0,,definitional,exact,2026-07-23T08:00:00,2026-07-23T14:26:17.201543,2026-07-23T22:54:41.403742,normal,hi,text,"सूरजमुखी, amritsar मंडी, 10.9 कुंतल",TF_CROP_MANDI_QTY,0.95,0.95,0.95,sunflower,amritsar,10.9,quintal,False,,feasible,,Gurdaspur,PB,2026-07-23,True,v0.1,train,random_bucket
REQ_79D9DA8D86B2,farmer,FRM_DB2968D51540,LOC_95300E222756,MND_9AE87167EF0F,,CRP_CAA75103C53B,gram,11.9,quintal,1190.0,,definitional,exact,2026-04-27T07:00:00,2026-04-27T14:57:55.584567,2026-04-27T20:56:14.478217,normal,en,text,"please arrange transport, 11.9 kuntal chna, पटियाला",TF_POLITE_REQUEST,0.95,0.95,0.95,gram,patiala,11.9,quintal,False,,feasible,,SAS Nagar,PB,2026-04-27,True,v0.1,train,random_bucket
REQ_D18137DF8DEB,farmer,FRM_8C9594744A7B,LOC_952CB15CD231,MND_B8828956892C,,CRP_DE6C334339AC,wheat,10.3,quintal,1030.0,,definitional,exact,2026-05-12T06:00:00,2026-05-12T09:07:26.114303,2026-05-13T04:32:31.603204,normal,hi,text,मुझे moradabad के लिए १०.३ क्विंटल गेहु भेजना है,TF_POLITE_REQUEST,0.95,0.95,0.95,wheat,moradabad,10.3,quintal,False,,feasible,,Rampur,UP,2026-05-12,True,v0.1,test,random_bucket
REQ_90B248A61ED5,farmer,FRM_67F69D2FD7B7,LOC_62A3444B1071,MND_AE02C36E7ACD,,CRP_DE6C334339AC,wheat,10.63,tonne,10630.0,,definitional,exact,2026-03-06T08:00:00,2026-03-06T13:18:26.740604,2026-03-07T14:50:53.363286,normal,hi,voice,"कनक, vathinda मंडी, 10.63 टन",TF_CROP_MANDI_QTY,0.95,0.77,0.95,wheat,bathinda,10.63,tonne,False,,feasible,,Bathinda,PB,2026-03-06,True,v0.1,test,holdout_district
REQ_A2CF96AF41C7,farmer,FRM_0BDBDB976FFA,LOC_3899B14DF55F,MND_C163C6E4A832,,CRP_CAA75103C53B,gram,14.0,bori,700.0,50.0,crop_default:gram,crop_default,2026-04-27T06:00:00,2026-04-27T12:43:48.172187,2026-04-28T02:30:05.103675,normal,hinglish,voice,chana 14 bora,TF_MANDI_CROP_QTY,0.78,0.0,0.95,gram,,14.0,bori,True,mandi,ambiguous,missing_mandi,Kurukshetra,HR,2026-04-27,True,v0.1,test,random_bucket
REQ_5772E744F046,farmer,FRM_8D4A83D07C9C,LOC_BE390EADBF18,MND_FE8D567E9001,,CRP_B2E55E456CF4,sugarcane,238.8,quintal,23880.0,,definitional,exact,2026-11-15T11:00:00,2026-11-15T14:30:28.197331,2026-11-16T20:12:06.137569,normal,hi,text,गन्ने 238.8क्विंटल moga mandi,TF_TERSE,0.95,0.508,0.95,sugarcane,moga,238.8,quintal,False,,feasible,,Fazilka,PB,2026-11-15,True,v0.1,test,holdout_template_family
REQ_48981B199A1C,farmer,FRM_6F7C379AFDCA,LOC_E397785990D7,MND_316B3A33D09D,,CRP_D955CA97E44D,maize,12.0,bori,600.0,50.0,crop_default:maize,crop_default,2026-09-09T07:00:00,2026-09-09T10:02:23.605336,2026-09-10T07:15:06.337174,normal,hi,voice,"मकई, agra मंडी, 12 बोरा",TF_CROP_MANDI_QTY,0.95,0.95,0.95,maize,agra,12.0,bori,False,,feasible,,Etah,UP,2026-09-09,True,v0.1,train,random_bucket
