availability_id,truck_id,location_id,available_time,remaining_capacity_kg,preferred_radius_km,return_home_by,is_synthetic,dataset_version
AVL_24F92E75EA32,TRK_8CABBE59C7B3,LOC_ED9C60D04FC0,07:30,7160.0,180.0,16:00,True,v0.1
AVL_CBE64EAB20CA,TRK_8CABBE59C7B3,LOC_ED9C60D04FC0,05:00,5600.0,160.0,16:00,True,v0.1
AVL_04E74F3927DB,TRK_8CABBE59C7B3,LOC_ED9C60D04FC0,07:45,3800.0,200.0,16:00,True,v0.1
AVL_CE7523F0CFF6,TRK_106A24329287,LOC_DD4D9C55D7BB,05:00,19670.0,250.0,16:00,True,v0.1
AVL_368DF658AF88,TRK_106A24329287,LOC_DD4D9C55D7BB,06:00,23180.0,250.0,16:00,True,v0.1
AVL_CE06D6064548,TRK_D15A035D0AFA,LOC_63A998834201,09:30,6090.0,160.0,18:00,True,v0.1
AVL_B2742AEA8015,TRK_D15A035D0AFA,LOC_63A998834201,09:15,5530.0,240.0,18:00,True,v0.1
AVL_475D747F67D7,TRK_D260776856E5,LOC_4E618897659A,08:15,330.0,90.0,18:00,True,v0.1
AVL_BEA166A91A99,TRK_D260776856E5,LOC_4E618897659A,10:00,410.0,70.0,18:00,True,v0.1
AVL_57A1EF1E811B,TRK_D260776856E5,LOC_4E618897659A,09:30,590.0,60.0,18:00,True,v0.1
AVL_104C8618042D,TRK_27106B12CB8F,LOC_B26FC239E19A,11:15,13390.0,150.0,17:00,True,v0.1
AVL_0C1877415F27,TRK_67C732019FDB,LOC_165F0D721F3E,11:30,2700.0,100.0,16:00,True,v0.1
AVL_1DA84B061BE6,TRK_67C732019FDB,LOC_165F0D721F3E,09:30,1050.0,60.0,16:00,True,v0.1
AVL_8921A02C00FF,TRK_67C732019FDB,LOC_165F0D721F3E,10:30,2480.0,110.0,16:00,True,v0.1
AVL_3B61D565F9DB,TRK_9CCF8291D5EB,LOC_4A5F46E3AFB5,09:45,10340.0,90.0,17:00,True,v0.1
AVL_EB929036CD3F,TRK_6BAC671573ED,LOC_DA9770705B86,11:30,1800.0,70.0,17:00,True,v0.1
AVL_968313D3B7EC,TRK_B7FB75BB3E0A,LOC_B01B9CC74597,07:45,17560.0,250.0,15:00,True,v0.1
AVL_BFAAAEC8B293,TRK_B7FB75BB3E0A,LOC_B01B9CC74597,09:30,11270.0,250.0,15:00,True,v0.1
AVL_99F5E8520A6B,TRK_3A3637714E72,LOC_5D316714188F,07:15,6760.0,110.0,14:00,True,v0.1
AVL_08C50560C37F,TRK_23A096137946,LOC_7CE3D43FF63F,09:45,1640.0,150.0,20:00,True,v0.1
AVL_D4692BC42F4F,TRK_C8E078B21004,LOC_B01B9CC74597,06:30,2440.0,60.0,16:00,True,v0.1
AVL_08845F5F9F35,TRK_6DD0EEDFBA08,LOC_5D316714188F,12:30,1040.0,30.0,17:00,True,v0.1
AVL_114703CD7B38,TRK_6DD0EEDFBA08,LOC_5D316714188F,11:45,590.0,30.0,17:00,True,v0.1
AVL_C1841CAC9194,TRK_DFE2E7A3874A,LOC_B890897F9CCC,09:30,7590.0,140.0,21:00,True,v0.1
AVL_9B0E16AAF1C8,TRK_DFE2E7A3874A,LOC_B890897F9CCC,13:00,8140.0,100.0,21:00,True,v0.1
AVL_017CE1191B80,TRK_8305179CCBA4,LOC_63A998834201,06:30,16290.0,250.0,12:00,True,v0.1
AVL_A1D0AF48D23C,TRK_579E0CDDD559,LOC_6042150B38E7,06:15,11480.0,120.0,14:00,True,v0.1
AVL_9B1CAAB46ED0,TRK_579E0CDDD559,LOC_6042150B38E7,07:15,10160.0,130.0,14:00,True,v0.1
AVL_2917B994AF73,TRK_29479EF7C99F,LOC_08E25919DCC7,09:15,2140.0,130.0,16:00,True,v0.1
AVL_F794740DBCCA,TRK_29479EF7C99F,LOC_08E25919DCC7,09:00,3070.0,130.0,16:00,True,v0.1
AVL_58E283D52BA4,TRK_CB44CB24B4E0,LOC_8DBB3FA667B3,06:00,1030.0,60.0,16:00,True,v0.1
AVL_AED3C95575C3,TRK_6365D3F80895,LOC_41413C4D1A63,09:15,5880.0,110.0,17:00,True,v0.1
AVL_7DB5FAE571E5,TRK_452D76B93741,LOC_BC48412E6B15,05:15,10860.0,100.0,14:00,True,v0.1
AVL_6A85F298DB4D,TRK_090667708D1F,LOC_DA9770705B86,10:00,900.0,120.0,19:00,True,v0.1
AVL_08995A9684D6,TRK_090667708D1F,LOC_DA9770705B86,08:45,1080.0,110.0,19:00,True,v0.1
AVL_54468659A818,TRK_EE0374A9BEE9,LOC_E71843C35AC6,07:45,6060.0,220.0,18:00,True,v0.1
AVL_1370E26F7853,TRK_EE0374A9BEE9,LOC_E71843C35AC6,05:45,7850.0,230.0,18:00,True,v0.1
AVL_C78CEB643F72,TRK_EE0374A9BEE9,LOC_E71843C35AC6,06:15,4070.0,250.0,18:00,True,v0.1
AVL_90BC35836700,TRK_48EB6FE8DF61,LOC_45C74FBD7B6F,08:45,460.0,100.0,16:00,True,v0.1
AVL_C59A79D6A203,TRK_4927520C533F,LOC_1FB47BF8FFEB,08:30,11610.0,250.0,16:00,True,v0.1
AVL_9C8D099A7D7F,TRK_4927520C533F,LOC_1FB47BF8FFEB,12:00,8380.0,170.0,16:00,True,v0.1
AVL_024028E21AD7,TRK_4B6D47D5F42F,LOC_841795218E67,10:15,870.0,70.0,16:00,True,v0.1
AVL_167E66668744,TRK_4B6D47D5F42F,LOC_841795218E67,07:15,2290.0,80.0,16:00,True,v0.1
AVL_CE02E52BE9D5,TRK_4B6D47D5F42F,LOC_841795218E67,09:15,1220.0,100.0,16:00,True,v0.1
AVL_138D9FDC1B4D,TRK_C15D2A86FFB1,LOC_BF1D141289ED,12:45,1570.0,130.0,17:00,True,v0.1
AVL_41079DF49144,TRK_C15D2A86FFB1,LOC_BF1D141289ED,10:45,2080.0,140.0,17:00,True,v0.1
AVL_2C46180A3E98,TRK_C15D2A86FFB1,LOC_BF1D141289ED,12:15,2570.0,130.0,17:00,True,v0.1
AVL_A627F93A0C17,TRK_0E563C6D9D5F,LOC_B26DA7992E56,10:45,9660.0,200.0,22:00,True,v0.1
AVL_3B539BB61351,TRK_0E563C6D9D5F,LOC_B26DA7992E56,10:15,6910.0,180.0,22:00,True,v0.1
AVL_3A9768742ECA,TRK_0E563C6D9D5F,LOC_B26DA7992E56,11:30,9280.0,220.0,22:00,True,v0.1
AVL_C18C5AD07BDB,TRK_E5B6D3B322CE,LOC_C58F1767A842,11:15,4930.0,240.0,19:00,True,v0.1
AVL_300843CA6820,TRK_E5B6D3B322CE,LOC_C58F1767A842,07:30,15050.0,210.0,19:00,True,v0.1
AVL_91460CE194F4,TRK_E5B6D3B322CE,LOC_C58F1767A842,07:00,13770.0,170.0,19:00,True,v0.1
AVL_C926A6D0DE73,TRK_A42E9F025D43,LOC_61BECDCA1350,06:15,1450.0,70.0,18:00,True,v0.1
AVL_45A69281DA3F,TRK_A42E9F025D43,LOC_61BECDCA1350,04:15,1630.0,110.0,18:00,True,v0.1
AVL_23C030D0ECF2,TRK_17B4D136E735,LOC_6042150B38E7,07:30,1150.0,90.0,15:00,True,v0.1
AVL_602062A57A30,TRK_17B4D136E735,LOC_6042150B38E7,07:30,1270.0,90.0,15:00,True,v0.1
AVL_ED0A77B73E54,TRK_17B4D136E735,LOC_6042150B38E7,04:30,940.0,110.0,15:00,True,v0.1
AVL_5A437EE0153E,TRK_0D8E126F96D0,LOC_5B344A07BA57,05:00,1990.0,60.0,18:00,True,v0.1
AVL_3A26DD906E59,TRK_0D8E126F96D0,LOC_5B344A07BA57,05:45,2250.0,40.0,18:00,True,v0.1
AVL_68D72120039C,TRK_0D8E126F96D0,LOC_5B344A07BA57,10:45,1960.0,50.0,18:00,True,v0.1
AVL_BD6863733797,TRK_29FCBBB41709,LOC_E9EE964E8CFE,12:00,1260.0,70.0,17:00,True,v0.1
AVL_6BF3E7367181,TRK_29FCBBB41709,LOC_E9EE964E8CFE,08:00,2730.0,60.0,17:00,True,v0.1
AVL_303EC7C10BD4,TRK_29FCBBB41709,LOC_E9EE964E8CFE,13:15,1220.0,50.0,17:00,True,v0.1
AVL_7B06839D338A,TRK_42B0F81DE519,LOC_8EAD4661AFB9,09:00,2080.0,40.0,19:00,True,v0.1
AVL_44D122164F5E,TRK_42B0F81DE519,LOC_8EAD4661AFB9,12:15,1600.0,70.0,19:00,True,v0.1
AVL_A94E0ECB936B,TRK_42B0F81DE519,LOC_8EAD4661AFB9,08:15,3120.0,60.0,19:00,True,v0.1
AVL_98C4CEDC7FF2,TRK_506AC9DF4812,LOC_E96863625035,07:15,2670.0,140.0,18:00,True,v0.1
AVL_D13503376936,TRK_506AC9DF4812,LOC_E96863625035,09:45,980.0,120.0,18:00,True,v0.1
AVL_DE017516666A,TRK_506AC9DF4812,LOC_E96863625035,07:30,2410.0,70.0,18:00,True,v0.1
AVL_7D563622A138,TRK_866E87497CC2,LOC_ED9C60D04FC0,08:00,6820.0,250.0,22:00,True,v0.1
AVL_00A6AC82075B,TRK_866E87497CC2,LOC_ED9C60D04FC0,10:30,15050.0,250.0,22:00,True,v0.1
AVL_97BC44D7CA3A,TRK_866E87497CC2,LOC_ED9C60D04FC0,09:00,13470.0,200.0,22:00,True,v0.1
AVL_B8E2D38CD370,TRK_923ED67EB35E,LOC_7CE3D43FF63F,10:00,6260.0,70.0,17:00,True,v0.1
AVL_0F3D1A8A4FEB,TRK_923ED67EB35E,LOC_7CE3D43FF63F,13:15,7350.0,110.0,17:00,True,v0.1
AVL_2C845E7D2708,TRK_923ED67EB35E,LOC_7CE3D43FF63F,11:15,6810.0,60.0,17:00,True,v0.1
AVL_E9F8B29ADC02,TRK_389956C07ADA,LOC_41413C4D1A63,09:15,810.0,50.0,18:00,True,v0.1
AVL_3C10FA052683,TRK_389956C07ADA,LOC_41413C4D1A63,09:15,990.0,70.0,18:00,True,v0.1
AVL_80544FE8593B,TRK_359ED9AAD837,LOC_C6AB43142BDB,11:15,610.0,40.0,21:00,True,v0.1
AVL_66D8DE0C6CA5,TRK_359ED9AAD837,LOC_C6AB43142BDB,11:15,1010.0,20.0,21:00,True,v0.1
AVL_8D936508A572,TRK_5A00116C5568,LOC_8F3BDE96C1C3,06:45,1010.0,100.0,14:00,True,v0.1
AVL_806AE9859745,TRK_5A00116C5568,LOC_8F3BDE96C1C3,07:45,1740.0,110.0,14:00,True,v0.1
AVL_84BE65CCC892,TRK_5A00116C5568,LOC_8F3BDE96C1C3,10:30,2280.0,70.0,14:00,True,v0.1
AVL_81BB7AA0D5DA,TRK_A1CCB70BDA72,LOC_443EF0FB4E8C,09:00,3800.0,100.0,20:00,True,v0.1
AVL_7C1A8027B523,TRK_A1CCB70BDA72,LOC_443EF0FB4E8C,08:45,4680.0,130.0,20:00,True,v0.1
AVL_0B0BA2BE3C5A,TRK_A1CCB70BDA72,LOC_443EF0FB4E8C,11:15,5150.0,110.0,20:00,True,v0.1
AVL_34ED33195F14,TRK_01E66002417B,LOC_8F3BDE96C1C3,08:30,10230.0,250.0,21:00,True,v0.1
AVL_77BF44BA4A5A,TRK_01E66002417B,LOC_8F3BDE96C1C3,11:15,11730.0,250.0,21:00,True,v0.1
AVL_F4FD72237B9C,TRK_315CE0D096AA,LOC_0D7AAF851D69,07:00,3260.0,90.0,15:00,True,v0.1
AVL_03A31048F2E8,TRK_C3A5188327F5,LOC_CF065FE8EBAB,12:00,1220.0,100.0,15:00,True,v0.1
AVL_84EF940F1F62,TRK_8050CCA53A55,LOC_2011BC2FE7BD,04:45,490.0,50.0,16:00,True,v0.1
AVL_9D3EEF9AB59C,TRK_8050CCA53A55,LOC_2011BC2FE7BD,05:30,690.0,30.0,16:00,True,v0.1
AVL_BFD5D0D510DB,TRK_DCE5BAE448B2,LOC_2B9C182E1BB7,06:45,1650.0,90.0,16:00,True,v0.1
AVL_30174F93D74D,TRK_DCE5BAE448B2,LOC_2B9C182E1BB7,04:45,1280.0,140.0,16:00,True,v0.1
AVL_F5AC8189266F,TRK_F63DB88BF4F8,LOC_2E9E391564C2,09:00,1730.0,90.0,18:00,True,v0.1
AVL_84F39717D79D,TRK_F63DB88BF4F8,LOC_2E9E391564C2,09:30,2170.0,120.0,18:00,True,v0.1
AVL_F4D31465E414,TRK_86DDBB46031F,LOC_4E618897659A,09:30,2060.0,100.0,17:00,True,v0.1
AVL_03CC384C88B6,TRK_57C748EE92F0,LOC_21F591BF08EC,07:30,4250.0,70.0,20:00,True,v0.1
AVL_4B5F945A54FF,TRK_57C748EE92F0,LOC_21F591BF08EC,11:30,5790.0,120.0,20:00,True,v0.1
AVL_3E6CE909E661,TRK_57C748EE92F0,LOC_21F591BF08EC,10:15,5750.0,70.0,20:00,True,v0.1
AVL_B7547C095DDF,TRK_FA5AAED1C334,LOC_63A998834201,11:15,9680.0,100.0,18:00,True,v0.1
AVL_84258DC333EA,TRK_FA5AAED1C334,LOC_63A998834201,09:00,10770.0,150.0,18:00,True,v0.1
AVL_2EDEE5CC8190,TRK_F7A44017FF44,LOC_DD4D9C55D7BB,07:15,1680.0,110.0,18:00,True,v0.1
AVL_2DE5F58BB8FD,TRK_38FF5D307437,LOC_27273A6A3299,07:30,1170.0,100.0,15:00,True,v0.1
AVL_E4A10284A27B,TRK_38FF5D307437,LOC_27273A6A3299,11:30,1030.0,80.0,15:00,True,v0.1
AVL_B702CC7CCD05,TRK_4DFDC231E57E,LOC_5AA457C919DB,10:45,1090.0,160.0,18:00,True,v0.1
AVL_14A98A03F9A4,TRK_4DFDC231E57E,LOC_5AA457C919DB,11:30,2080.0,160.0,18:00,True,v0.1
AVL_6445198E6785,TRK_4DFDC231E57E,LOC_5AA457C919DB,09:15,2600.0,130.0,18:00,True,v0.1
AVL_48E1174B0FCE,TRK_9EAC6D0ABBEA,LOC_B0D713DFA81B,06:15,2910.0,60.0,16:00,True,v0.1
AVL_B6F8DD088EBB,TRK_9EAC6D0ABBEA,LOC_B0D713DFA81B,08:00,2510.0,50.0,16:00,True,v0.1
AVL_3BF345B5E37C,TRK_9EAC6D0ABBEA,LOC_B0D713DFA81B,06:15,1110.0,90.0,16:00,True,v0.1
AVL_BAC138AA5CBE,TRK_16ACE9EF76CD,LOC_5AA457C919DB,08:00,1010.0,80.0,16:00,True,v0.1
AVL_3DA62455D49E,TRK_16ACE9EF76CD,LOC_5AA457C919DB,07:30,740.0,60.0,16:00,True,v0.1
AVL_9DAB0CB95636,TRK_0FA3DFC14577,LOC_21F591BF08EC,11:30,800.0,40.0,17:00,True,v0.1
AVL_14FCB1F372AB,TRK_0FA3DFC14577,LOC_21F591BF08EC,07:45,650.0,60.0,17:00,True,v0.1
AVL_ABCC4BA47E80,TRK_E0C77DD58163,LOC_0D7AAF851D69,07:00,400.0,30.0,17:00,True,v0.1
AVL_958D657545CB,TRK_E0C77DD58163,LOC_0D7AAF851D69,08:30,690.0,20.0,17:00,True,v0.1
AVL_75A9EF966403,TRK_5DB18177D4BA,LOC_2ECE587EC515,07:00,8450.0,160.0,17:00,True,v0.1
AVL_AE5FC66C41E0,TRK_5DB18177D4BA,LOC_2ECE587EC515,10:45,11490.0,160.0,17:00,True,v0.1
AVL_2B2BF4A4CB47,TRK_5DB18177D4BA,LOC_2ECE587EC515,10:00,8440.0,160.0,17:00,True,v0.1
AVL_D3696678D9E8,TRK_B2BFC6E326C7,LOC_9F3A877025DA,09:45,9080.0,140.0,17:00,True,v0.1
AVL_0903FE925B47,TRK_B2BFC6E326C7,LOC_9F3A877025DA,05:00,8690.0,90.0,17:00,True,v0.1
AVL_CAD3FCED7719,TRK_FFF0E16B86EA,LOC_03F06DD41C28,09:30,19840.0,250.0,13:00,True,v0.1
AVL_6132DA74C94E,TRK_FC69327D528A,LOC_841795218E67,08:30,6570.0,250.0,12:00,True,v0.1
AVL_66BD5E6DEA1B,TRK_A7E826AECBA2,LOC_165F0D721F3E,06:00,5250.0,140.0,20:00,True,v0.1
AVL_7F059286683B,TRK_426EB8216BBE,LOC_B6370F731EEC,10:00,7020.0,150.0,21:00,True,v0.1
AVL_06231E744BB6,TRK_4F95BDB0BA5A,LOC_5775AEDC7A87,06:45,8040.0,180.0,14:00,True,v0.1
AVL_7CBDBEA1DF94,TRK_C37572A4FA01,LOC_BACB2642B5AD,11:45,16520.0,200.0,20:00,True,v0.1
AVL_78630F62B65E,TRK_347D5629569F,LOC_CF065FE8EBAB,09:30,740.0,50.0,15:00,True,v0.1
AVL_64E6D14105E6,TRK_347D5629569F,LOC_CF065FE8EBAB,07:45,520.0,60.0,15:00,True,v0.1
AVL_F177F574F47C,TRK_AC0EE058C86B,LOC_AC684A297AD1,04:30,1740.0,130.0,16:00,True,v0.1
AVL_87A42163E342,TRK_AC0EE058C86B,LOC_AC684A297AD1,08:45,960.0,130.0,16:00,True,v0.1
AVL_3D403E722314,TRK_E3565B341669,LOC_EBC017604691,09:45,1100.0,100.0,15:00,True,v0.1
AVL_DAC98483F936,TRK_E3565B341669,LOC_EBC017604691,06:00,2770.0,110.0,15:00,True,v0.1
AVL_CA3D3DF77274,TRK_169792B203A5,LOC_487C12AA952A,08:30,1170.0,80.0,22:00,True,v0.1
AVL_45668FA702DA,TRK_169792B203A5,LOC_487C12AA952A,11:45,2250.0,90.0,22:00,True,v0.1
AVL_D36272756CB5,TRK_169792B203A5,LOC_487C12AA952A,10:15,1100.0,100.0,22:00,True,v0.1
AVL_0728BAD3EBFB,TRK_4F30A739ED08,LOC_03F06DD41C28,10:15,11800.0,250.0,17:00,True,v0.1
AVL_3A9612FC5071,TRK_85E03896EC42,LOC_F1EE6A62E5AA,05:45,340.0,80.0,13:00,True,v0.1
AVL_43E079EDE974,TRK_7C939A3C75A8,LOC_FEFD9351973D,04:45,6800.0,230.0,16:00,True,v0.1
AVL_119F67B7FE88,TRK_5761F54D80F2,LOC_4E618897659A,10:45,6910.0,110.0,17:00,True,v0.1
AVL_DEDEFB3C0007,TRK_5761F54D80F2,LOC_4E618897659A,13:00,6130.0,110.0,17:00,True,v0.1
AVL_29771B2B8779,TRK_5761F54D80F2,LOC_4E618897659A,09:15,3430.0,120.0,17:00,True,v0.1
AVL_092443254C47,TRK_E760130867F3,LOC_2ECE587EC515,13:15,5490.0,250.0,18:00,True,v0.1
AVL_3E59C307DA81,TRK_40B5303313DE,LOC_36B5B5F31C8D,08:15,970.0,50.0,21:00,True,v0.1
AVL_A9C31BE4A483,TRK_40B5303313DE,LOC_36B5B5F31C8D,13:00,560.0,90.0,21:00,True,v0.1
AVL_6F0000AE5E43,TRK_EEDF5A5A8AD4,LOC_B01B9CC74597,09:45,1420.0,70.0,22:00,True,v0.1
AVL_7796F0530AF2,TRK_719AE6339BFD,LOC_F20DB0F2A327,10:30,690.0,50.0,17:00,True,v0.1
AVL_28A8D1A74CB9,TRK_719AE6339BFD,LOC_F20DB0F2A327,10:00,580.0,60.0,17:00,True,v0.1
AVL_00C61D3A522E,TRK_719AE6339BFD,LOC_F20DB0F2A327,10:00,1110.0,30.0,17:00,True,v0.1
AVL_F936801D4599,TRK_FA092739F993,LOC_F1EE6A62E5AA,07:45,820.0,120.0,18:00,True,v0.1
AVL_9C83DE8B57DA,TRK_FA092739F993,LOC_F1EE6A62E5AA,05:15,730.0,110.0,18:00,True,v0.1
AVL_01D851351981,TRK_FA092739F993,LOC_F1EE6A62E5AA,04:15,1480.0,110.0,18:00,True,v0.1
AVL_FDDDC434C514,TRK_6745C206CF7D,LOC_08E25919DCC7,07:30,2270.0,50.0,12:00,True,v0.1
AVL_F5BA9547F250,TRK_6745C206CF7D,LOC_08E25919DCC7,06:15,1970.0,40.0,12:00,True,v0.1
AVL_3B29A6F465B6,TRK_58B2A657DF26,LOC_8EAD4661AFB9,06:00,1830.0,120.0,16:00,True,v0.1
AVL_4A8627370741,TRK_E260AFDFB21B,LOC_FF96333A5510,08:30,24770.0,250.0,17:00,True,v0.1
AVL_D0B80A9388FC,TRK_E260AFDFB21B,LOC_FF96333A5510,11:00,23610.0,250.0,17:00,True,v0.1
AVL_BD59B284AE9D,TRK_E260AFDFB21B,LOC_FF96333A5510,11:00,25120.0,250.0,17:00,True,v0.1
AVL_63E5A887FEC6,TRK_3CFEB87B3316,LOC_DA9770705B86,14:15,14530.0,240.0,23:00,True,v0.1
AVL_47AEC359171E,TRK_3CFEB87B3316,LOC_DA9770705B86,10:30,12220.0,250.0,23:00,True,v0.1
AVL_7EC6F4B96DE3,TRK_3CFEB87B3316,LOC_DA9770705B86,10:15,8840.0,200.0,23:00,True,v0.1
AVL_C48516BE1539,TRK_105C091EFD2D,LOC_4E618897659A,05:30,1660.0,110.0,18:00,True,v0.1
AVL_81405A35ADD2,TRK_105C091EFD2D,LOC_4E618897659A,09:00,1420.0,110.0,18:00,True,v0.1
AVL_B94AA67C2393,TRK_105C091EFD2D,LOC_4E618897659A,05:30,2450.0,90.0,18:00,True,v0.1
AVL_096E5B1E22D4,TRK_BF4524860146,LOC_841795218E67,07:45,17040.0,190.0,14:00,True,v0.1
AVL_02507AFF218B,TRK_9143FC770BBE,LOC_443EF0FB4E8C,07:00,3880.0,140.0,18:00,True,v0.1
AVL_1A0021898D31,TRK_E9DC6BD4C060,LOC_B6370F731EEC,08:45,10090.0,140.0,17:00,True,v0.1
AVL_BDD614C186AD,TRK_5D8E3362C1D0,LOC_6042150B38E7,08:30,16690.0,150.0,15:00,True,v0.1
AVL_DE115C885E48,TRK_1A09343A6FAC,LOC_D49CDCEB7AF7,06:45,12540.0,230.0,16:00,True,v0.1
AVL_82AA5985D06E,TRK_1A09343A6FAC,LOC_D49CDCEB7AF7,09:15,13560.0,240.0,16:00,True,v0.1
AVL_DE50A3223AD8,TRK_57D4B8795120,LOC_6C7E235EC96D,08:45,1360.0,50.0,15:00,True,v0.1
AVL_E06A57A25C4D,TRK_57D4B8795120,LOC_6C7E235EC96D,11:15,940.0,50.0,15:00,True,v0.1
AVL_89DE14A06A34,TRK_57D4B8795120,LOC_6C7E235EC96D,11:15,1340.0,70.0,15:00,True,v0.1
AVL_799B8F2E7164,TRK_D29EEB1F53C4,LOC_8E24E29DF84B,10:45,1750.0,70.0,17:00,True,v0.1
AVL_1D7688AEB5D2,TRK_3850C153C078,LOC_8E5593D8E476,12:00,1110.0,130.0,21:00,True,v0.1
AVL_93D72C7EBCF9,TRK_3850C153C078,LOC_8E5593D8E476,13:15,1880.0,160.0,21:00,True,v0.1
AVL_5BB8D36DBEA0,TRK_BB051CCBCB43,LOC_4A5F46E3AFB5,09:15,1950.0,120.0,14:00,True,v0.1
AVL_84F9C16CE345,TRK_38645E4F9C39,LOC_41413C4D1A63,06:45,10780.0,240.0,16:00,True,v0.1
AVL_1E74FDB3A0AD,TRK_38645E4F9C39,LOC_41413C4D1A63,09:15,9760.0,170.0,16:00,True,v0.1
AVL_A04823A33A59,TRK_33EE201CCB72,LOC_60C46A471111,09:00,900.0,40.0,17:00,True,v0.1
AVL_99BE682A88B0,TRK_33EE201CCB72,LOC_60C46A471111,12:30,470.0,40.0,17:00,True,v0.1
AVL_C7AD069D6ADE,TRK_33EE201CCB72,LOC_60C46A471111,08:15,1130.0,30.0,17:00,True,v0.1
AVL_4232243AC5FD,TRK_8949F5C9BAF0,LOC_58DEC063659A,11:45,3470.0,120.0,19:00,True,v0.1
AVL_E4F23D03F368,TRK_8949F5C9BAF0,LOC_58DEC063659A,09:00,3340.0,130.0,19:00,True,v0.1
AVL_0BDD90B9328A,TRK_8949F5C9BAF0,LOC_58DEC063659A,07:15,1820.0,90.0,19:00,True,v0.1
AVL_31C18F346C71,TRK_1E9419A748CE,LOC_2E9E391564C2,09:00,820.0,40.0,18:00,True,v0.1
AVL_09B1B9EDE480,TRK_392E46231431,LOC_8DBB3FA667B3,10:15,1740.0,100.0,19:00,True,v0.1
AVL_B5D607DA0DDE,TRK_392E46231431,LOC_8DBB3FA667B3,09:45,1850.0,130.0,19:00,True,v0.1
AVL_A945BEBC245D,TRK_392E46231431,LOC_8DBB3FA667B3,09:30,1810.0,110.0,19:00,True,v0.1
AVL_40ABC1938862,TRK_EA0BF86B0239,LOC_5D316714188F,09:00,16790.0,250.0,19:00,True,v0.1
AVL_734642B12A36,TRK_EA0BF86B0239,LOC_5D316714188F,05:45,21880.0,250.0,19:00,True,v0.1
AVL_5A79DB58448C,TRK_40F5228AAD63,LOC_4E618897659A,11:30,16410.0,220.0,21:00,True,v0.1
AVL_12C45D4E0E36,TRK_40F5228AAD63,LOC_4E618897659A,14:15,12850.0,250.0,21:00,True,v0.1
AVL_989DBA2D988E,TRK_40F5228AAD63,LOC_4E618897659A,12:45,5100.0,230.0,21:00,True,v0.1
AVL_741A500148A5,TRK_9294462ECDA6,LOC_ED9C60D04FC0,14:30,1550.0,130.0,21:00,True,v0.1
AVL_D57DF4EDD3F2,TRK_CE4772AA3291,LOC_8F3BDE96C1C3,08:45,420.0,60.0,14:00,True,v0.1
AVL_AE69CB33DD75,TRK_CE4772AA3291,LOC_8F3BDE96C1C3,05:30,640.0,60.0,14:00,True,v0.1
AVL_30C61F78B358,TRK_CE4772AA3291,LOC_8F3BDE96C1C3,10:00,540.0,60.0,14:00,True,v0.1
AVL_9EC3EFB7AE8C,TRK_4A05F6B9B509,LOC_5B344A07BA57,09:15,22770.0,250.0,13:00,True,v0.1
AVL_25FFB9AB1378,TRK_4A05F6B9B509,LOC_5B344A07BA57,07:45,25090.0,230.0,13:00,True,v0.1
AVL_1E8CA5C9DEDC,TRK_4A05F6B9B509,LOC_5B344A07BA57,04:30,23720.0,250.0,13:00,True,v0.1
AVL_A9E63873A1A6,TRK_77A3676CBD11,LOC_D49CDCEB7AF7,06:30,4110.0,140.0,13:00,True,v0.1
AVL_777C16A5551F,TRK_B05F093FBC7C,LOC_D8FB48D6F894,08:45,350.0,90.0,14:00,True,v0.1
AVL_B7AA6B018FB8,TRK_B05F093FBC7C,LOC_D8FB48D6F894,06:00,450.0,90.0,14:00,True,v0.1
AVL_4F2A59D20DC4,TRK_05B72ADB01A0,LOC_F20DB0F2A327,10:00,1560.0,110.0,18:00,True,v0.1
AVL_A9FCD55620F5,TRK_05B72ADB01A0,LOC_F20DB0F2A327,12:30,1690.0,80.0,18:00,True,v0.1
AVL_113F196A2D84,TRK_05B72ADB01A0,LOC_F20DB0F2A327,11:00,660.0,90.0,18:00,True,v0.1
AVL_590719035D80,TRK_F217E05EA4C4,LOC_D2DDEA75080C,10:00,760.0,50.0,19:00,True,v0.1
AVL_4BC9C193412E,TRK_F217E05EA4C4,LOC_D2DDEA75080C,08:00,2050.0,70.0,19:00,True,v0.1
AVL_69EFFA47101D,TRK_F217E05EA4C4,LOC_D2DDEA75080C,12:30,2130.0,80.0,19:00,True,v0.1
AVL_3B9C85361DB7,TRK_9B8B209713BA,LOC_5242BE7C01CE,11:45,3600.0,210.0,23:00,True,v0.1
AVL_57059C453365,TRK_9B8B209713BA,LOC_5242BE7C01CE,14:30,3840.0,140.0,23:00,True,v0.1
AVL_A925DDB3CFAC,TRK_4A67BF4BF624,LOC_E96863625035,11:00,1800.0,100.0,21:00,True,v0.1
AVL_E384E96830AC,TRK_4A67BF4BF624,LOC_E96863625035,07:15,1960.0,80.0,21:00,True,v0.1
AVL_E0B56F0F62B8,TRK_24451540E310,LOC_7CE3D43FF63F,07:00,5770.0,170.0,18:00,True,v0.1
AVL_28FFF1B280F9,TRK_24451540E310,LOC_7CE3D43FF63F,09:45,7320.0,130.0,18:00,True,v0.1
AVL_B9DAACE2A2DC,TRK_0E796ECF9F25,LOC_8DBB3FA667B3,09:30,5820.0,100.0,18:00,True,v0.1
AVL_74170EA0F4FC,TRK_F4563EA612B0,LOC_61BECDCA1350,09:45,1250.0,50.0,15:00,True,v0.1
