truck_id,home_location_id,district,state_code,driver_name_en,driver_name_hi,vehicle_class,capacity_kg,capacity_bori,body_type,fuel_type,avg_kmpl,max_route_km,available_from,available_to,is_synthetic,generation_method,seed,dataset_version
TRK_E5B6D3B322CE,LOC_C58F1767A842,Barnala,PB,Rakesh,राकेश,3axle,16540.0,330,tipper,diesel,3.57,490.0,07:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_A42E9F025D43,LOC_61BECDCA1350,Central Delhi,DL,Dinesh,दिनेश,LCV,1820.0,36,open,diesel,11.58,220.0,04:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_17B4D136E735,LOC_6042150B38E7,Rohtak,HR,Mohan,मोहन,LCV,2720.0,54,closed,cng,8.15,250.0,04:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_0D8E126F96D0,LOC_5B344A07BA57,Sangrur,PB,Ramesh,रमेश,LCV,2750.0,55,refrigerated,cng,11.98,100.0,05:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_29FCBBB41709,LOC_E9EE964E8CFE,South Delhi,DL,Balwant,बलवंत,LCV,2770.0,55,open,diesel,11.6,140.0,08:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_42B0F81DE519,LOC_8EAD4661AFB9,Jhajjar,HR,Ramesh,रमेश,LCV,3130.0,62,refrigerated,diesel,11.44,120.0,08:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_506AC9DF4812,LOC_E96863625035,Shahdara,DL,Sukhbir,सुखबीर,LCV,3230.0,64,closed,cng,11.83,220.0,07:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_866E87497CC2,LOC_ED9C60D04FC0,SAS Nagar,PB,Vijay,विजय,3axle,15740.0,314,closed,diesel,4.73,420.0,08:00,22:00,True,class_constrained_v1,20260903,v0.1
TRK_923ED67EB35E,LOC_7CE3D43FF63F,Ambala,HR,Sukhbir,सुखबीर,2axle,8110.0,162,open,diesel,5.53,180.0,09:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_389956C07ADA,LOC_41413C4D1A63,East Delhi,DL,Satpal,सतपाल,pickup,1210.0,24,open,diesel,13.16,140.0,08:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_359ED9AAD837,LOC_C6AB43142BDB,Faridkot,PB,Sukhbir,सुखबीर,pickup,1320.0,26,open,diesel,11.64,70.0,07:00,21:00,True,class_constrained_v1,20260903,v0.1
TRK_5A00116C5568,LOC_8F3BDE96C1C3,Rampur,UP,Rakesh,राकेश,LCV,2470.0,49,closed,diesel,10.0,210.0,05:00,14:00,True,class_constrained_v1,20260903,v0.1
TRK_A1CCB70BDA72,LOC_443EF0FB4E8C,Etawah,UP,Satpal,सतपाल,2axle,6480.0,129,open,diesel,5.92,210.0,08:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_01E66002417B,LOC_8F3BDE96C1C3,Rampur,UP,Satpal,सतपाल,3axle,14400.0,288,open,diesel,4.73,560.0,07:00,21:00,True,class_constrained_v1,20260903,v0.1
TRK_315CE0D096AA,LOC_0D7AAF851D69,Tarn Taran,PB,Kuldeep,कुलदीप,2axle,7590.0,151,open,diesel,6.45,200.0,07:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_C3A5188327F5,LOC_CF065FE8EBAB,Gautam Buddha Nagar,UP,Jaspal,जसपाल,LCV,2650.0,53,open,cng,10.51,250.0,07:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_8050CCA53A55,LOC_2011BC2FE7BD,Fazilka,PB,Kuldeep,कुलदीप,pickup,920.0,18,open,cng,13.57,80.0,04:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_DCE5BAE448B2,LOC_2B9C182E1BB7,Panchkula,HR,Balwant,बलवंत,LCV,2520.0,50,open,cng,10.92,290.0,04:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_F63DB88BF4F8,LOC_2E9E391564C2,Sonipat,HR,Vijay,विजय,LCV,3240.0,64,refrigerated,diesel,8.44,240.0,09:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_86DDBB46031F,LOC_4E618897659A,Hathras,UP,Mohan,मोहन,LCV,3790.0,75,closed,cng,8.88,200.0,04:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_57C748EE92F0,LOC_21F591BF08EC,West Delhi,DL,Ramesh,रमेश,2axle,7660.0,153,tipper,diesel,6.47,220.0,07:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_FA5AAED1C334,LOC_63A998834201,North East Delhi,DL,Vijay,विजय,3axle,14000.0,280,open,diesel,3.77,240.0,09:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_F7A44017FF44,LOC_DD4D9C55D7BB,Fatehgarh Sahib,PB,Harpreet,हरप्रीत,LCV,1950.0,39,refrigerated,diesel,9.75,180.0,05:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_38FF5D307437,LOC_27273A6A3299,Shamli,UP,Satpal,सतपाल,LCV,1720.0,34,open,diesel,10.5,250.0,07:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_4DFDC231E57E,LOC_5AA457C919DB,Ludhiana,PB,Harpreet,हरप्रीत,LCV,2830.0,56,refrigerated,cng,8.38,270.0,07:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_9EAC6D0ABBEA,LOC_B0D713DFA81B,Ferozepur,PB,Jaspal,जसपाल,LCV,3150.0,63,closed,diesel,8.37,130.0,06:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_16ACE9EF76CD,LOC_5AA457C919DB,Ludhiana,PB,Rakesh,राकेश,LCV,1540.0,30,closed,diesel,9.48,120.0,05:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_0FA3DFC14577,LOC_21F591BF08EC,West Delhi,DL,Vijay,विजय,pickup,820.0,16,open,diesel,13.92,120.0,07:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_E0C77DD58163,LOC_0D7AAF851D69,Tarn Taran,PB,Mohan,मोहन,pickup,980.0,19,closed,cng,14.94,80.0,07:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_5DB18177D4BA,LOC_2ECE587EC515,Hardoi,UP,Harpreet,हरप्रीत,3axle,12900.0,258,closed,diesel,4.45,360.0,06:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_B2BFC6E326C7,LOC_9F3A877025DA,Shahjahanpur,UP,Satpal,सतपाल,2axle,9160.0,183,open,cng,4.87,280.0,04:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_FFF0E16B86EA,LOC_03F06DD41C28,Malerkotla,PB,Satpal,सतपाल,multi_axle,20290.0,405,open,diesel,3.75,720.0,04:00,13:00,True,class_constrained_v1,20260903,v0.1
TRK_FC69327D528A,LOC_841795218E67,Ghaziabad,UP,Harpreet,हरप्रीत,2axle,10600.0,212,tipper,diesel,5.33,390.0,04:00,12:00,True,class_constrained_v1,20260903,v0.1
TRK_A7E826AECBA2,LOC_165F0D721F3E,Jalandhar,PB,Naresh,नरेश,2axle,6750.0,135,tipper,cng,5.39,230.0,06:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_426EB8216BBE,LOC_B6370F731EEC,Lucknow,UP,Kuldeep,कुलदीप,2axle,9820.0,196,open,diesel,5.82,370.0,08:00,21:00,True,class_constrained_v1,20260903,v0.1
TRK_4F95BDB0BA5A,LOC_5775AEDC7A87,Kanpur Nagar,UP,Satpal,सतपाल,3axle,16800.0,336,open,diesel,3.8,360.0,05:00,14:00,True,class_constrained_v1,20260903,v0.1
TRK_C37572A4FA01,LOC_BACB2642B5AD,Kurukshetra,HR,Balwant,बलवंत,multi_axle,22890.0,457,tipper,diesel,3.79,410.0,07:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_347D5629569F,LOC_CF065FE8EBAB,Gautam Buddha Nagar,UP,Balwant,बलवंत,pickup,870.0,17,open,ev,14.63,110.0,04:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_AC0EE058C86B,LOC_AC684A297AD1,Bareilly,UP,Satpal,सतपाल,LCV,1930.0,38,closed,cng,11.96,270.0,04:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_E3565B341669,LOC_EBC017604691,Mathura,UP,Jaspal,जसपाल,LCV,3100.0,62,refrigerated,diesel,11.42,260.0,06:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_169792B203A5,LOC_487C12AA952A,Jind,HR,Harpreet,हरप्रीत,LCV,2630.0,52,open,cng,8.78,210.0,08:00,22:00,True,class_constrained_v1,20260903,v0.1
TRK_4F30A739ED08,LOC_03F06DD41C28,Malerkotla,PB,Mohan,मोहन,3axle,16930.0,338,closed,diesel,3.86,540.0,08:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_85E03896EC42,LOC_F1EE6A62E5AA,Mahendragarh,HR,Mohan,मोहन,pickup,1010.0,20,closed,diesel,12.6,120.0,04:00,13:00,True,class_constrained_v1,20260903,v0.1
TRK_7C939A3C75A8,LOC_FEFD9351973D,Bathinda,PB,Balwant,बलवंत,2axle,10860.0,217,open,diesel,5.99,360.0,04:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_5761F54D80F2,LOC_4E618897659A,Hathras,UP,Harpreet,हरप्रीत,2axle,7680.0,153,tipper,diesel,5.27,170.0,08:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_E760130867F3,LOC_2ECE587EC515,Hardoi,UP,Mohan,मोहन,2axle,10740.0,214,open,diesel,5.46,410.0,09:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_40B5303313DE,LOC_36B5B5F31C8D,Varanasi,UP,Balwant,बलवंत,pickup,1270.0,25,open,cng,14.36,140.0,08:00,21:00,True,class_constrained_v1,20260903,v0.1
TRK_EEDF5A5A8AD4,LOC_B01B9CC74597,Saharanpur,UP,Harpreet,हरप्रीत,LCV,1820.0,36,refrigerated,diesel,9.1,120.0,09:00,22:00,True,class_constrained_v1,20260903,v0.1
TRK_719AE6339BFD,LOC_F20DB0F2A327,Gurugram,HR,Harpreet,हरप्रीत,pickup,1220.0,24,closed,cng,13.31,90.0,05:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_FA092739F993,LOC_F1EE6A62E5AA,Mahendragarh,HR,Dinesh,दिनेश,LCV,1940.0,38,refrigerated,cng,8.77,170.0,04:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_6745C206CF7D,LOC_08E25919DCC7,Kanpur Dehat,UP,Naresh,नरेश,LCV,2480.0,49,refrigerated,cng,8.57,120.0,04:00,12:00,True,class_constrained_v1,20260903,v0.1
TRK_58B2A657DF26,LOC_8EAD4661AFB9,Jhajjar,HR,Rakesh,राकेश,LCV,2890.0,57,refrigerated,diesel,9.51,170.0,04:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_E260AFDFB21B,LOC_FF96333A5510,North West Delhi,DL,Mohan,मोहन,multi_axle,29400.0,588,open,diesel,2.62,920.0,08:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_3CFEB87B3316,LOC_DA9770705B86,South West Delhi,DL,Balwant,बलवंत,3axle,14600.0,292,tipper,diesel,3.55,540.0,09:00,23:00,True,class_constrained_v1,20260903,v0.1
TRK_105C091EFD2D,LOC_4E618897659A,Hathras,UP,Dinesh,दिनेश,LCV,2550.0,51,refrigerated,diesel,10.2,220.0,04:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_BF4524860146,LOC_841795218E67,Ghaziabad,UP,Rakesh,राकेश,multi_axle,23880.0,477,tipper,diesel,3.67,320.0,06:00,14:00,True,class_constrained_v1,20260903,v0.1
TRK_9143FC770BBE,LOC_443EF0FB4E8C,Etawah,UP,Harpreet,हरप्रीत,2axle,6380.0,127,tipper,diesel,5.48,400.0,07:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_E9DC6BD4C060,LOC_B6370F731EEC,Lucknow,UP,Kuldeep,कुलदीप,2axle,10530.0,210,tipper,diesel,5.72,370.0,07:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_5D8E3362C1D0,LOC_6042150B38E7,Rohtak,HR,Kuldeep,कुलदीप,3axle,17100.0,342,open,diesel,3.6,250.0,04:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_1A09343A6FAC,LOC_D49CDCEB7AF7,Charkhi Dadri,HR,Satpal,सतपाल,multi_axle,25770.0,515,open,diesel,3.49,630.0,05:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_57D4B8795120,LOC_6C7E235EC96D,Nawanshahr,PB,Rakesh,राकेश,LCV,3050.0,61,open,diesel,10.85,150.0,07:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_D29EEB1F53C4,LOC_8E24E29DF84B,Hisar,HR,Dinesh,दिनेश,LCV,2110.0,42,closed,diesel,10.65,120.0,09:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_3850C153C078,LOC_8E5593D8E476,Rupnagar,PB,Ramesh,रमेश,LCV,2970.0,59,refrigerated,diesel,10.84,240.0,08:00,21:00,True,class_constrained_v1,20260903,v0.1
TRK_BB051CCBCB43,LOC_4A5F46E3AFB5,Sitapur,UP,Rakesh,राकेश,2axle,7530.0,150,open,diesel,5.66,240.0,06:00,14:00,True,class_constrained_v1,20260903,v0.1
TRK_38645E4F9C39,LOC_41413C4D1A63,East Delhi,DL,Rakesh,राकेश,3axle,12370.0,247,open,diesel,4.67,380.0,04:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_33EE201CCB72,LOC_60C46A471111,Pilibhit,UP,Mohan,मोहन,pickup,1150.0,23,open,cng,11.54,70.0,08:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_8949F5C9BAF0,LOC_58DEC063659A,Gorakhpur,UP,Mohan,मोहन,2axle,6930.0,138,tipper,diesel,5.84,210.0,06:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_1E9419A748CE,LOC_2E9E391564C2,Sonipat,HR,Naresh,नरेश,pickup,850.0,17,open,diesel,12.49,60.0,06:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_392E46231431,LOC_8DBB3FA667B3,New Delhi,DL,Satpal,सतपाल,LCV,2260.0,45,refrigerated,diesel,8.01,290.0,06:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_EA0BF86B0239,LOC_5D316714188F,Faridabad,HR,Rakesh,राकेश,multi_axle,24700.0,494,tipper,diesel,3.28,590.0,05:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_40F5228AAD63,LOC_4E618897659A,Hathras,UP,Sukhbir,सुखबीर,3axle,17520.0,350,open,diesel,4.59,440.0,09:00,21:00,True,class_constrained_v1,20260903,v0.1
TRK_9294462ECDA6,LOC_ED9C60D04FC0,SAS Nagar,PB,Kuldeep,कुलदीप,LCV,1670.0,33,refrigerated,diesel,10.49,190.0,09:00,21:00,True,class_constrained_v1,20260903,v0.1
TRK_CE4772AA3291,LOC_8F3BDE96C1C3,Rampur,UP,Balwant,बलवंत,pickup,890.0,17,closed,diesel,15.46,150.0,05:00,14:00,True,class_constrained_v1,20260903,v0.1
TRK_4A05F6B9B509,LOC_5B344A07BA57,Sangrur,PB,Rakesh,राकेश,multi_axle,28580.0,571,open,diesel,3.72,470.0,04:00,13:00,True,class_constrained_v1,20260903,v0.1
TRK_77A3676CBD11,LOC_D49CDCEB7AF7,Charkhi Dadri,HR,Ramesh,रमेश,2axle,8420.0,168,open,diesel,6.4,370.0,05:00,13:00,True,class_constrained_v1,20260903,v0.1
TRK_B05F093FBC7C,LOC_D8FB48D6F894,Fatehabad,HR,Jaspal,जसपाल,pickup,720.0,14,closed,diesel,15.29,160.0,06:00,14:00,True,class_constrained_v1,20260903,v0.1
TRK_05B72ADB01A0,LOC_F20DB0F2A327,Gurugram,HR,Mohan,मोहन,LCV,1870.0,37,closed,cng,10.06,250.0,08:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_F217E05EA4C4,LOC_D2DDEA75080C,Pathankot,PB,Rakesh,राकेश,LCV,2440.0,48,closed,diesel,8.63,160.0,07:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_9B8B209713BA,LOC_5242BE7C01CE,Rewari,HR,Satpal,सतपाल,2axle,7270.0,145,tipper,diesel,4.77,320.0,09:00,23:00,True,class_constrained_v1,20260903,v0.1
TRK_4A67BF4BF624,LOC_E96863625035,Shahdara,DL,Mohan,मोहन,LCV,2690.0,53,open,cng,8.61,190.0,07:00,21:00,True,class_constrained_v1,20260903,v0.1
TRK_24451540E310,LOC_7CE3D43FF63F,Ambala,HR,Balwant,बलवंत,2axle,9360.0,187,closed,diesel,4.5,390.0,06:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_0E796ECF9F25,LOC_8DBB3FA667B3,New Delhi,DL,Mohan,मोहन,2axle,6610.0,132,tipper,diesel,5.48,280.0,08:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_F4563EA612B0,LOC_61BECDCA1350,Central Delhi,DL,Rakesh,राकेश,pickup,1450.0,29,closed,diesel,11.8,100.0,05:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_176FE1AE1FEE,LOC_B890897F9CCC,Kapurthala,PB,Rakesh,राकेश,3axle,15090.0,301,open,diesel,4.46,610.0,04:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_D4AEBAB5652D,LOC_2B9C182E1BB7,Panchkula,HR,Naresh,नरेश,LCV,2360.0,47,refrigerated,diesel,11.07,210.0,05:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_FB045E9F7F61,LOC_11A4C40B0A4F,Yamunanagar,HR,Sukhbir,सुखबीर,multi_axle,28890.0,577,open,diesel,2.7,570.0,09:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_8EFA0D582F26,LOC_E9EE964E8CFE,South Delhi,DL,Sukhbir,सुखबीर,2axle,8340.0,166,open,diesel,5.12,310.0,04:00,12:00,True,class_constrained_v1,20260903,v0.1
TRK_53CBDA158281,LOC_5B344A07BA57,Sangrur,PB,Mohan,मोहन,3axle,17530.0,350,tipper,diesel,4.78,420.0,05:00,13:00,True,class_constrained_v1,20260903,v0.1
TRK_C580340C0DEF,LOC_F86E62177015,Muzaffarnagar,UP,Sukhbir,सुखबीर,pickup,1060.0,21,open,diesel,13.9,150.0,05:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_EACC11A598BC,LOC_4E618897659A,Hathras,UP,Vijay,विजय,3axle,15260.0,305,closed,diesel,3.51,270.0,07:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_ABC633A3D528,LOC_841795218E67,Ghaziabad,UP,Vijay,विजय,3axle,16520.0,330,tipper,diesel,3.97,200.0,07:00,21:00,True,class_constrained_v1,20260903,v0.1
TRK_F1DE649175A6,LOC_D49CDCEB7AF7,Charkhi Dadri,HR,Harpreet,हरप्रीत,2axle,7850.0,157,open,diesel,4.99,170.0,07:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_93A39B9400FE,LOC_58DEC063659A,Gorakhpur,UP,Sukhbir,सुखबीर,LCV,2160.0,43,closed,diesel,8.23,170.0,08:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_DB39FF3E302D,LOC_D24D73F16033,Meerut,UP,Dinesh,दिनेश,2axle,6350.0,127,closed,diesel,5.77,350.0,05:00,14:00,True,class_constrained_v1,20260903,v0.1
TRK_61201E6441AD,LOC_8DBB3FA667B3,New Delhi,DL,Vijay,विजय,2axle,10550.0,211,tipper,diesel,6.0,430.0,09:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_62BE0015EC2D,LOC_2B9C182E1BB7,Panchkula,HR,Vijay,विजय,2axle,9310.0,186,tipper,diesel,5.24,370.0,08:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_6457D63032E1,LOC_D24D73F16033,Meerut,UP,Jaspal,जसपाल,3axle,14530.0,290,closed,diesel,4.43,360.0,07:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_8372A88C0998,LOC_8DBB3FA667B3,New Delhi,DL,Sukhbir,सुखबीर,3axle,12610.0,252,tipper,diesel,4.51,660.0,07:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_4BC2A3613C1C,LOC_ED9C60D04FC0,SAS Nagar,PB,Harpreet,हरप्रीत,2axle,6660.0,133,open,diesel,5.75,440.0,05:00,14:00,True,class_constrained_v1,20260903,v0.1
TRK_0FDF29F03416,LOC_6B9FA168B682,Firozabad,UP,Satpal,सतपाल,2axle,9740.0,194,closed,diesel,4.73,220.0,09:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_EEB1DE456EE4,LOC_36B5B5F31C8D,Varanasi,UP,Kuldeep,कुलदीप,multi_axle,31250.0,625,open,diesel,3.28,690.0,09:00,23:00,True,class_constrained_v1,20260903,v0.1
TRK_4C099DD0CCEF,LOC_FEFD9351973D,Bathinda,PB,Dinesh,दिनेश,LCV,1590.0,31,open,diesel,10.35,140.0,06:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_B8D698CC7FBB,LOC_6B9FA168B682,Firozabad,UP,Harpreet,हरप्रीत,pickup,1340.0,26,closed,cng,12.3,80.0,05:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_2632473D56DF,LOC_41413C4D1A63,East Delhi,DL,Sukhbir,सुखबीर,3axle,12680.0,253,closed,diesel,3.87,410.0,07:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_3A218767D263,LOC_EE8F1CF00ECF,Bhiwani,HR,Balwant,बलवंत,LCV,2210.0,44,open,diesel,8.44,180.0,07:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_CF954DBA1CFE,LOC_91BA4A3395D5,Sirsa,HR,Balwant,बलवंत,LCV,2450.0,49,closed,diesel,11.78,130.0,08:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_057940469E3F,LOC_190E748F376B,Barabanki,UP,Ramesh,रमेश,3axle,15310.0,306,tipper,diesel,4.05,680.0,08:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_ED4A0A9B677B,LOC_B26DA7992E56,Prayagraj,UP,Dinesh,दिनेश,LCV,2320.0,46,closed,diesel,11.28,180.0,05:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_4FF849112E23,LOC_27273A6A3299,Shamli,UP,Jaspal,जसपाल,3axle,13040.0,260,open,diesel,3.49,410.0,05:00,13:00,True,class_constrained_v1,20260903,v0.1
TRK_FE0AFC0334BF,LOC_CF065FE8EBAB,Gautam Buddha Nagar,UP,Sukhbir,सुखबीर,3axle,14010.0,280,open,diesel,4.53,470.0,05:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_6F9F028D03FA,LOC_8EAD4661AFB9,Jhajjar,HR,Ramesh,रमेश,3axle,12100.0,242,closed,diesel,4.76,670.0,07:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_A08D17F030E8,LOC_2B9C182E1BB7,Panchkula,HR,Naresh,नरेश,pickup,1180.0,23,open,diesel,12.38,170.0,04:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_7E9A026D4494,LOC_5775AEDC7A87,Kanpur Nagar,UP,Jaspal,जसपाल,2axle,6900.0,138,tipper,diesel,5.04,400.0,08:00,21:00,True,class_constrained_v1,20260903,v0.1
TRK_1D16333AEC58,LOC_E96863625035,Shahdara,DL,Harpreet,हरप्रीत,LCV,2350.0,47,closed,diesel,9.83,110.0,04:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_1529727AD926,LOC_5775AEDC7A87,Kanpur Nagar,UP,Jaspal,जसपाल,LCV,3770.0,75,refrigerated,diesel,10.44,290.0,06:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_B0DF2497C19C,LOC_11A4C40B0A4F,Yamunanagar,HR,Vijay,विजय,2axle,7450.0,149,open,diesel,6.24,420.0,05:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_BBB99565DDFE,LOC_5775AEDC7A87,Kanpur Nagar,UP,Sukhbir,सुखबीर,LCV,3050.0,61,refrigerated,cng,10.93,220.0,08:00,22:00,True,class_constrained_v1,20260903,v0.1
TRK_C33EC1A45F69,LOC_5B344A07BA57,Sangrur,PB,Vijay,विजय,LCV,2870.0,57,closed,ev,8.15,150.0,08:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_0E62CA865483,LOC_7CE3D43FF63F,Ambala,HR,Kuldeep,कुलदीप,2axle,6740.0,134,open,diesel,5.89,440.0,04:00,14:00,True,class_constrained_v1,20260903,v0.1
TRK_0C5E1B5422FA,LOC_FEFD9351973D,Bathinda,PB,Dinesh,दिनेश,3axle,17550.0,351,tipper,diesel,4.62,520.0,08:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_9F96CC4092E7,LOC_B26FC239E19A,North Delhi,DL,Dinesh,दिनेश,3axle,12000.0,240,tipper,diesel,4.43,550.0,07:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_C943D7479AB1,LOC_60C46A471111,Pilibhit,UP,Dinesh,दिनेश,3axle,13170.0,263,tipper,diesel,3.9,440.0,05:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_A9A51C33E181,LOC_5D316714188F,Faridabad,HR,Vijay,विजय,LCV,3960.0,79,refrigerated,cng,10.2,290.0,04:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_5D8D73EA6549,LOC_4A5F46E3AFB5,Sitapur,UP,Balwant,बलवंत,3axle,14970.0,299,open,diesel,3.57,490.0,04:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_A4DDCAE7C8D0,LOC_2E423964E639,Agra,UP,Mohan,मोहन,LCV,1720.0,34,closed,diesel,9.14,100.0,08:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_3DD0E9D4177C,LOC_0B27B307A77E,Panipat,HR,Harpreet,हरप्रीत,3axle,17440.0,348,closed,diesel,4.66,520.0,06:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_8811FA65E346,LOC_DA9770705B86,South West Delhi,DL,Rakesh,राकेश,pickup,1260.0,25,closed,cng,13.1,140.0,07:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_C44C70509AEF,LOC_B01B9CC74597,Saharanpur,UP,Kuldeep,कुलदीप,LCV,2820.0,56,closed,cng,11.69,270.0,06:00,14:00,True,class_constrained_v1,20260903,v0.1
TRK_756EB7771C3B,LOC_AA53E75D54A9,Etah,UP,Dinesh,दिनेश,pickup,1300.0,26,closed,diesel,14.62,80.0,06:00,20:00,True,class_constrained_v1,20260903,v0.1
TRK_868B0E540874,LOC_AFF866260256,Moradabad,UP,Dinesh,दिनेश,2axle,6500.0,130,closed,cng,5.92,340.0,06:00,19:00,True,class_constrained_v1,20260903,v0.1
TRK_845EA1F8ABE4,LOC_B890897F9CCC,Kapurthala,PB,Harpreet,हरप्रीत,3axle,17150.0,343,closed,diesel,4.67,550.0,05:00,16:00,True,class_constrained_v1,20260903,v0.1
TRK_5116501BE0D5,LOC_61BECDCA1350,Central Delhi,DL,Rakesh,राकेश,3axle,13240.0,264,closed,diesel,3.66,430.0,08:00,22:00,True,class_constrained_v1,20260903,v0.1
TRK_94A47B39CE03,LOC_E96863625035,Shahdara,DL,Mohan,मोहन,LCV,2860.0,57,open,diesel,8.22,190.0,07:00,15:00,True,class_constrained_v1,20260903,v0.1
TRK_70DC8DDCBF62,LOC_2E423964E639,Agra,UP,Jaspal,जसपाल,LCV,1610.0,32,refrigerated,cng,9.84,170.0,04:00,17:00,True,class_constrained_v1,20260903,v0.1
TRK_CA2084F9B559,LOC_2011BC2FE7BD,Fazilka,PB,Harpreet,हरप्रीत,pickup,1260.0,25,closed,ev,11.08,150.0,09:00,18:00,True,class_constrained_v1,20260903,v0.1
TRK_2BA6FAFE7A91,LOC_5D316714188F,Faridabad,HR,Mohan,मोहन,pickup,1040.0,20,open,diesel,11.02,130.0,04:00,14:00,True,class_constrained_v1,20260903,v0.1
